Indices,MASI,MASI 20,MASI ESG,MASI Mid and Small Cap,Date_Rapport
Valeur,16583.26,1343.76,1151.09,1723.37,20250310
Performance journalière,-0.0016,-0.0011,-0.0023,-0.0037,20250310
Performance mensuelle,-0.0084,-0.0125,-0.0167,-0.0002,20250310
Performance annuelle,0.1225,0.1264,0.1124,0.1217,20250310
