Indices,MASI,MASI 20,MASI ESG,MASI Mid and Small Cap,Date_Rapport
Valeur,18648.49,1529.79,1280.87,1799.42,20250604
Performance journalière,0.0176,0.0208,0.0255,0.009300000000000001,20250604
Performance mensuelle,0.0374,0.0438,0.052199999999999996,0.023,20250604
Performance annuelle,0.2623,0.2823,0.2379,0.17120000000000002,20250604
