Indices,MASI,MASI 20,MASI ESG,MASI Mid and Small Cap,Date_Rapport
Valeur,17996.73,1466.42,1228.69,1772.96,20250515
Performance journalière,-0.0007000000000000001,-0.0017000000000000001,-0.0007000000000000001,-0.0009,20250515
Performance mensuelle,0.0349,0.0338,0.024900000000000002,0.0385,20250515
Performance annuelle,0.2182,0.22920000000000001,0.18739999999999998,0.154,20250515
