Indices,MASI,MASI 20,MASI ESG,MASI Mid and Small Cap,Date_Rapport
Valeur,19176.04,1578.51,1317.46,1820.86,20250721
Performance journalière,0.0004,0.0002,-0.001,0.001,20250721
Performance mensuelle,0.0481,0.055,0.0388,0.028900000000000002,20250721
Performance annuelle,0.298,0.3231,0.2732,0.1852,20250721
