Indices,MASI,MASI 20,MASI ESG,MASI Mid and Small Cap,Date_Rapport
Valeur,19570.63,1609.11,1343.58,1841.5,20250801
Performance journalière,-0.0033,-0.0036,-0.0051,-0.0006,20250801
Performance mensuelle,-0.0033,-0.0036,-0.0051,-0.0006,20250801
Performance annuelle,0.3247,0.3488,0.2985,0.1986,20250801
