Indices,MASI,MASI 20,MASI ESG,MASI Mid and Small Cap,Date_Rapport
Valeur,15723.69,1273.39,1096.44,1647.8,20250108
Performance journalière,0.0125,0.0118,0.011399999999999999,0.0127,20250108
Performance mensuelle,0.0643,0.0674,0.0596,0.0725,20250108
Performance annuelle,0.0643,0.0674,0.0596,0.0725,20250108
