Indices,MASI,MASI 20,MASI ESG,MASI Mid and Small Cap,Date_Rapport
Valeur,16348.72,1318.24,1144.92,1730.87,20250210
Performance journalière,0.0014000000000000002,-0.0004,-0.0001,-0.0014000000000000002,20250210
Performance mensuelle,0.0062,-0.0002,-0.0008,0.016,20250210
Performance annuelle,0.1066,0.105,0.1065,0.1266,20250210
