Indices,MASI,MASI 20,MASI ESG,MASI Mid and Small Cap,Date_Rapport
Valeur,18112.94,1471.99,1229.7,1761.95,20251120
Performance journalière,-0.0052,-0.0069,-0.0042,-0.0011,20251120
Performance mensuelle,-0.0776,-0.0817,-0.0732,-0.08310000000000001,20251120
Performance annuelle,0.2261,0.23379999999999998,0.1884,0.14679999999999999,20251120
