Indices,MASI,MASI 20,MASI ESG,MASI Mid and Small Cap,Date_Rapport
Valeur,16027.71,1304.5,1109.36,1581.67,20250409
Performance journalière,-0.0274,-0.0263,-0.0216,-0.027200000000000002,20250409
Performance mensuelle,-0.0973,-0.09789999999999999,-0.0886,-0.107,20250409
Performance annuelle,0.0849,0.0934,0.0721,0.029500000000000002,20250409
