Indices,MASI,MASI 20,MASI ESG,MASI Mid and Small Cap,Date_Rapport
Valeur,17611.85,1435.29,1206.65,1735.86,20250507
Performance journalière,0.0026,0.0029,0.003,-0.0001,20250507
Performance mensuelle,0.0127,0.011899999999999999,0.006500000000000001,0.0168,20250507
Performance annuelle,0.19210000000000002,0.20309999999999997,0.1661,0.1298,20250507
