Indices,MASI,MASI 20,MASI ESG,MASI Mid and Small Cap,Date_Rapport
Valeur,16623.95,1351.74,1161.66,1714.09,20250305
Performance journalière,-0.005,-0.0060999999999999995,-0.0051,-0.0026,20250305
Performance mensuelle,-0.006,-0.0067,-0.0077,-0.005600000000000001,20250305
Performance annuelle,0.1253,0.133,0.12269999999999999,0.1157,20250305
