Indices,MASI,MASI 20,MASI ESG,MASI Mid and Small Cap,Date_Rapport
Valeur,18846.35,1485.65,1251.53,1841.48,20251231
Performance journalière,0.0103,0.0073,0.0085,0.0044,20251231
Performance mensuelle,0.013000000000000001,-0.0206,-0.005600000000000001,0.024300000000000002,20251231
Performance annuelle,0.2757,0.24530000000000002,0.2095,0.1986,20251231
