Indices,MASI,MASI 20,MASI ESG,MASI Mid and Small Cap,Date_Rapport
Valeur,17756.02,1446.08,1217.24,1771.13,20250328
Performance journalière,0.009399999999999999,0.0124,0.0174,0.0077,20250328
Performance mensuelle,0.0617,0.06269999999999999,0.0398,0.0275,20250328
Performance annuelle,0.20190000000000002,0.2121,0.1764,0.1528,20250328
