Indices,MASI,MASI 20,MASI ESG,MASI Mid and Small Cap,Date_Rapport
Valeur,15559.07,1260.23,1089.16,1625.63,20250106
Performance journalière,0.0028000000000000004,0.0019,0.005,0.008199999999999999,20250106
Performance mensuelle,0.053200000000000004,0.056299999999999996,0.0526,0.0581,20250106
Performance annuelle,0.053200000000000004,0.056299999999999996,0.0526,0.0581,20250106
