Indices,MASI,MASI 20,MASI ESG,MASI Mid and Small Cap,Date_Rapport
Valeur,19828.99,1619.54,1348.47,1971.36,20250912
Performance journalière,-0.0023,-0.0026,-0.004699999999999999,0.0079,20250912
Performance mensuelle,-0.0113,-0.015,-0.016,0.022099999999999998,20250912
Performance annuelle,0.3422,0.3575,0.3032,0.28309999999999996,20250912
