Indices,MASI,MASI 20,MASI ESG,MASI Mid and Small Cap,Date_Rapport
Valeur,17595.84,1434.7,1208.16,1724.25,20250508
Performance journalière,-0.0009,-0.0004,0.0013,-0.0067,20250508
Performance mensuelle,0.0118,0.011399999999999999,0.0078000000000000005,0.01,20250508
Performance annuelle,0.1911,0.2026,0.16760000000000003,0.1223,20250508
