Indices,MASI,MASI 20,MASI ESG,MASI Mid and Small Cap,Date_Rapport
Valeur,18668.96,1518.42,1263.22,1828.86,20251112
Performance journalière,0.0024,0.002,0.0037,-0.0009,20251112
Performance mensuelle,-0.0493,-0.0528,-0.048,-0.0483,20251112
Performance annuelle,0.2637,0.2727,0.2208,0.19039999999999999,20251112
