Indices,MASI,MASI 20,MASI ESG,MASI Mid and Small Cap,Date_Rapport
Valeur,16869.61,1361.96,1165.78,1814.34,20250219
Performance journalière,0.0098,0.01,0.008100000000000001,0.019799999999999998,20250219
Performance mensuelle,0.0382,0.033,0.0174,0.065,20250219
Performance annuelle,0.1419,0.1416,0.1266,0.1809,20250219
