Indices,MASI,MASI 20,MASI ESG,MASI Mid and Small Cap,Date_Rapport
Valeur,16397.54,1324.43,1147.0,1737.26,20250213
Performance journalière,0.0003,0.0006,0.0012,0.005699999999999999,20250213
Performance mensuelle,0.0092,0.0045000000000000005,0.001,0.0197,20250213
Performance annuelle,0.11,0.1101,0.1085,0.1307,20250213
