Action,Cours_ref,Cours_Cloture,Variation,Volume,Quantite,Date_Rapport
AFMA,1204.0,1229.0,0.0208,1229.0,1.0,2024-03-18
AFRIC INDUSTRIES SA,325.0,319.0,-0.018500000000000003,94025.8,294.0,2024-03-18
AGMA,7051.0,7099.0,0.0068000000000000005,7099.0,1.0,2024-03-18
AKDITAL,680.0,680.0,0.0,1681388.6,2459.0,2024-03-18
ALLIANCES,184.0,189.0,0.027200000000000002,14382679.6,76327.0,2024-03-18
ARADEI CAPITAL,510.0,512.0,0.0039000000000000003,1120333.0,2187.0,2024-03-18
ATLANTASANAD,123.0,122.0,-0.008100000000000001,159391.4,1315.0,2024-03-18
ATTIJARIWAFA BANK,514.0,510.0,-0.0078000000000000005,41434252.5,80941.0,2024-03-18
AUTO HALL,65.99,65.89,-0.0015,594577.03,9183.0,2024-03-18
BANK OF AFRICA,199.0,198.0,-0.005,483445.5,2440.0,2024-03-18
BCP,299.0,299.0,0.0,6139199.25,20509.0,2024-03-18
BMCI,575.0,560.0,-0.026099999999999998,1694560.0,3026.0,2024-03-18
CARTIER SAADA,23.3,23.5,0.0086,27426.9,1177.0,2024-03-18
CDM,869.0,880.0,0.0127,1760.0,2.0,2024-03-18
CFG BANK,158.55,157.0,-0.0098,397093.8,2528.0,2024-03-18
CIH,367.0,365.0,-0.0054,78384.0,214.0,2024-03-18
COSUMAR,192.0,195.9,0.0203,13515141.3,68082.0,2024-03-18
DELTA HOLDING,39.0,39.5,0.0128,12086.5,306.0,2024-03-18
DISTY TECHNOLOGIES,227.0,231.8,0.021099999999999997,350611.8,1538.0,2024-03-18
DOUJA PROM ADDOHA,20.0,20.8,0.04,35957080.56,735226.0,2024-03-18
ENNAKL,32.5,32.5,0.0,11375.0,350.0,2024-03-18
FENIE BROSSETTE,87.89,87.0,-0.0101,83363.68,957.0,2024-03-18
HPS,590.0,590.0,0.0,474360.0,804.0,2024-03-18
IB MAROC.COM,22.0,22.0,0.0,10443.84,468.0,2024-03-18
IMMORENTE INVEST,95.0,94.05,-0.01,9650.39,103.0,2024-03-18
INVOLYS,86.95,86.05,-0.0104,5507.2,64.0,2024-03-18
ITISSALAT AL-MAGHRIB,102.5,103.0,0.0049,9060033.35,87946.0,2024-03-18
JET CONTRACTORS,370.0,379.8,0.0265,744064.6,1963.0,2024-03-18
LABEL VIE,4500.0,4700.0,0.0444,939412.0,200.0,2024-03-18
LafargeHolcim Maroc,2000.0,2000.0,0.0,4100600.0,2050.0,2024-03-18
M2M Group,517.0,517.0,0.0,2068.0,4.0,2024-03-18
MAGHREB OXYGENE,207.75,208.0,0.0012,1248.0,6.0,2024-03-18
MANAGEM,1760.0,1795.0,0.0199,363565.0,202.0,2024-03-18
MED PAPER,19.2,19.0,-0.0104,68659.18,3621.0,2024-03-18
MICRODATA,678.0,660.0,-0.0265,617614.4,953.0,2024-03-18
MINIERE TOUISSIT,1300.0,1290.0,-0.0077,242920.0,187.0,2024-03-18
MUTANDIS SCA,266.6,266.4,-0.0008,60832.0,230.0,2024-03-18
REALISATIONS MECANIQUES,100.0,100.0,0.0,60000.0,600.0,2024-03-18
RESIDENCES DAR SAADA,35.5,36.05,0.0155,3745849.46,103789.0,2024-03-18
RISMA,229.9,229.5,-0.0017000000000000001,6394193.15,28025.0,2024-03-18
SALAFIN,553.0,588.0,0.0633,8820.0,15.0,2024-03-18
SANLAM MAROC,1382.0,1400.0,0.013000000000000001,2800.0,2.0,2024-03-18
SMI,1424.0,1430.0,0.0042,124356.0,87.0,2024-03-18
SOCIETE DES BOISSONS DU M,2500.0,2550.0,0.02,38250.0,15.0,2024-03-18
SODEP-Marsa Maroc,285.5,281.5,-0.013999999999999999,1570798.75,5534.0,2024-03-18
SONASID,700.0,705.0,0.0070999999999999995,1694593.6,24195.0,2024-03-18
STROC INDUSTRIE,29.99,29.0,-0.033,299.0,409.0,2024-03-18
TAQA MOROCCO,1217.0,1220.0,0.0025,491740.0,11.0,2024-03-18
