Action,Cours_ref,Cours_Cloture,Variation,Volume,Quantite,Date_Rapport
AFMA,1204.0,1205.0,0.0008,1205.0,1.0,2024-03-28
AFRIC INDUSTRIES SA,324.0,320.0,-0.0123,23125.0,72.0,2024-03-28
AFRIQUIA GAZ,4150.0,4200.0,0.012,44037367.0,10491.0,2024-03-28
AKDITAL,676.0,675.0,-0.0015,3801546.5,5626.0,2024-03-28
ALLIANCES,190.0,196.0,0.0316,11220771.9,57500.0,2024-03-28
ALUMINIUM DU MAROC,1477.0,1480.0,0.002,340455.0,230.0,2024-03-28
ARADEI CAPITAL,504.5,500.0,-0.0089,5563125.6,11124.0,2024-03-28
ATLANTASANAD,123.1,124.0,0.0073,1878415.3,15147.0,2024-03-28
ATTIJARIWAFA BANK,506.9,508.0,0.0022,4367819.3,8613.0,2024-03-28
AUTO HALL,64.94,64.91,-0.0005,44419.96,693.0,2024-03-28
BANK OF AFRICA,195.0,195.0,0.0,4697569.75,24090.0,2024-03-28
BCP,295.0,293.5,-0.0051,7944164.55,27042.0,2024-03-28
BMCI,570.0,570.0,0.0,213180.0,374.0,2024-03-28
CARTIER SAADA,24.5,24.49,-0.0004,4181.69,171.0,2024-03-28
CFG BANK,156.5,155.5,-0.0064,373097.5,2403.0,2024-03-28
CIH,361.1,366.8,0.0158,2928141.8,8023.0,2024-03-28
COLORADO,46.98,50.0,0.0643,430751.81,8811.0,2024-03-28
COSUMAR,199.0,201.4,0.0121,1988770.5,9915.0,2024-03-28
CTM,589.0,580.0,-0.015300000000000001,29580.0,51.0,2024-03-28
DELTA HOLDING,37.97,37.8,-0.0045000000000000005,5052.92,137.0,2024-03-28
DISTY TECHNOLOGIES,233.45,238.5,0.0216,2124981.6,8952.0,2024-03-28
DISWAY,730.0,728.9,-0.0015,145780.0,200.0,2024-03-28
DOUJA PROM ADDOHA,21.15,21.5,0.0165,17160958.02,797795.0,2024-03-28
ENNAKL,32.4,32.75,0.0108,156690.19,4780.0,2024-03-28
EQDOM,1159.0,1140.0,-0.016399999999999998,1140000.0,1000.0,2024-03-28
FENIE BROSSETTE,86.05,86.05,0.0,8866.75,103.0,2024-03-28
HPS,580.0,578.0,-0.0034000000000000002,538138.9,932.0,2024-03-28
IMMORENTE INVEST,94.99,93.5,-0.015700000000000002,1746560.8,18679.0,2024-03-28
INVOLYS,86.0,84.82,-0.0137,16079.11,193.0,2024-03-28
ITISSALAT AL-MAGHRIB,100.8,100.0,-0.0079,2762006.75,27555.0,2024-03-28
JET CONTRACTORS,404.75,422.0,0.0426,16971856.3,40525.0,2024-03-28
LABEL VIE,4550.0,4550.0,0.0,4550.0,1.0,2024-03-28
LESIEUR CRISTAL,268.6,269.0,0.0015,3497.0,13.0,2024-03-28
LafargeHolcim Maroc,1990.0,1980.0,-0.005,19388013.0,9769.0,2024-03-28
MANAGEM,1730.0,1730.0,0.0,117987.0,68.0,2024-03-28
MED PAPER,20.0,19.49,-0.0255,75148.97,3854.0,2024-03-28
MICRODATA,660.0,652.5,-0.011399999999999999,1042768.0,1598.0,2024-03-28
MINIERE TOUISSIT,1260.0,1160.0,-0.0794,3426040.0,2898.0,2024-03-28
MUTANDIS SCA,263.0,264.0,0.0038,233111.7,880.0,2024-03-28
REALISATIONS MECANIQUES,100.0,100.0,0.0,14000.0,140.0,2024-03-28
RESIDENCES DAR SAADA,34.5,34.4,-0.0029,1387615.71,40952.0,2024-03-28
RISMA,225.0,226.0,0.0044,1332195.0,5920.0,2024-03-28
SMI,1595.0,1594.0,-0.0006,462437.0,289.0,2024-03-28
SNEP,550.0,558.9,0.016200000000000003,5757593.6,10264.0,2024-03-28
SOCIETE DES BOISSONS DU M,2699.0,2699.0,0.0,134950.0,50.0,2024-03-28
SODEP-Marsa Maroc,280.9,279.1,-0.0064,136771.85,490.0,2024-03-28
SONASID,750.0,750.0,0.0,1344599.0,1791.0,2024-03-28
SOTHEMA,1030.0,1030.0,0.0,114340.0,111.0,2024-03-28
STOKVIS NORD AFRIQUE,10.7,10.28,-0.0393,36662.57,3502.0,2024-03-28
TAQA MOROCCO,1175.0,1200.0,0.0213,4713593.0,3932.0,2024-03-28
TGCC S.A,243.0,250.0,0.0288,23045742.0,92572.0,2024-03-28
TOTALENERGIES MARKETING,1360.0,1400.0,0.0294,11176379.0,8022.0,2024-03-28
WAFA ASSURANCE,4250.0,4250.0,0.0,13005000.0,3060.0,2024-03-28
