Action,Cours_ref,Cours_Cloture,Variation,Volume,Quantite,Date_Rapport
AFMA,1246.0,1244.0,-0.0016,1244.0,1.0,2024-08-27
AFRIC INDUSTRIES SA,313.9,310.55,-0.010700000000000001,3420.15,11.0,2024-08-27
AFRIQUIA GAZ,3930.0,3930.0,0.0,1065030.0,271.0,2024-08-27
AGMA,6767.0,6400.0,-0.0542,320000.0,50.0,2024-08-27
AKDITAL,932.0,931.2,-0.0009,5339036.4,5732.0,2024-08-27
ALLIANCES,250.1,250.0,-0.0004,7039429.3,28158.0,2024-08-27
ALUMINIUM DU MAROC,1443.0,1400.0,-0.0298,129014.0,92.0,2024-08-27
ARADEI CAPITAL,504.8,499.9,-0.0097,68863.2,138.0,2024-08-27
ATLANTASANAD,134.0,134.0,0.0,3617605.5,27072.0,2024-08-27
ATTIJARIWAFA BANK,541.6,535.0,-0.012199999999999999,41947277.7,77829.0,2024-08-27
AUTO HALL,70.8,69.99,-0.011399999999999999,2392929.03,34440.0,2024-08-27
BALIMA,220.0,220.0,0.0,8800.0,40.0,2024-08-27
BANK OF AFRICA,197.0,196.0,-0.0051,27785.6,142.0,2024-08-27
BCP,312.8,311.3,-0.0048,18589304.5,59532.0,2024-08-27
CARTIER SAADA,30.46,33.5,0.0998,548388.37,16957.0,2024-08-27
CIH,400.0,406.15,0.0154,4087336.45,10089.0,2024-08-27
CIMENTS DU MAROC,1793.0,1790.0,-0.0017000000000000001,4129265.0,2304.0,2024-08-27
COLORADO,52.39,51.96,-0.008199999999999999,2324.56,45.0,2024-08-27
COSUMAR,187.5,187.5,0.0,6252779.5,33347.0,2024-08-27
CTM,660.4,660.2,-0.0003,13205.5,20.0,2024-08-27
DELTA HOLDING,50.5,50.98,0.0095,110998.3,2207.0,2024-08-27
DISTY TECHNOLOGIES,238.0,237.0,-0.0042,45959.75,195.0,2024-08-27
DISWAY,687.9,687.9,0.0,46319.2,68.0,2024-08-27
DOUJA PROM ADDOHA,30.38,30.0,-0.0125,6551769.1,216925.0,2024-08-27
ENNAKL,32.52,33.0,0.0148,162068.24,4951.0,2024-08-27
FENIE BROSSETTE,113.0,112.05,-0.0084,58011.55,515.0,2024-08-27
HPS,530.0,561.0,0.058499999999999996,13788311.4,24790.0,2024-08-27
IB MAROC.COM,31.0,32.0,0.0323,15268.26,480.0,2024-08-27
IMMORENTE INVEST,91.51,93.0,0.0163,110263.2,1191.0,2024-08-27
INVOLYS,112.0,107.2,-0.0429,156722.45,1429.0,2024-08-27
ITISSALAT AL-MAGHRIB,95.31,96.02,0.0074,37393588.19,390642.0,2024-08-27
JET CONTRACTORS,638.5,635.0,-0.0055000000000000005,725118.4,1137.0,2024-08-27
LABEL VIE,4550.0,4550.0,0.0,6935843.0,1535.0,2024-08-27
LafargeHolcim Maroc,1975.0,1935.0,-0.0203,5031000.0,2600.0,2024-08-27
MANAGEM,2750.0,2751.0,0.0004,1707520.0,621.0,2024-08-27
MED PAPER,24.0,23.51,-0.0204,163368.32,6852.0,2024-08-27
MICRODATA,638.0,637.0,-0.0016,6370.0,10.0,2024-08-27
MINIERE TOUISSIT,1670.0,1645.0,-0.015,3812401.0,2283.0,2024-08-27
MUTANDIS SCA,261.25,261.25,0.0,2725297.8,10431.0,2024-08-27
OULMES,1321.0,1322.0,0.0008,66100.0,50.0,2024-08-27
REALISATIONS MECANIQUES,548.5,557.2,0.0159,2247474.3,4217.0,2024-08-27
REBAB COMPANY,69.8,69.85,0.0007000000000000001,15227.3,218.0,2024-08-27
RESIDENCES DAR SAADA,84.5,83.99,-0.006,3012714.12,35875.0,2024-08-27
RISMA,237.0,238.35,0.005699999999999999,251901.4,1085.0,2024-08-27
S.M MONETIQUE,241.25,237.85,-0.0141,218558.25,942.0,2024-08-27
SANLAM MAROC,2019.0,1900.0,-0.058899999999999994,5700.0,3.0,2024-08-27
SMI,2250.0,2299.0,0.0218,240156.0,106.0,2024-08-27
SNEP,512.5,510.0,-0.0049,58808.8,115.0,2024-08-27
SODEP-Marsa Maroc,372.0,370.1,-0.0051,4281935.65,11569.0,2024-08-27
SONASID,850.0,855.0,0.0059,161045.0,189.0,2024-08-27
STOKVIS NORD AFRIQUE,17.01,16.95,-0.0034999999999999996,189153.64,11244.0,2024-08-27
STROC INDUSTRIE,59.1,62.99,0.0658,1476904.11,23751.0,2024-08-27
TAQA MOROCCO,1327.0,1325.0,-0.0015,19645.0,15.0,2024-08-27
TGCC S.A,346.7,344.25,-0.0070999999999999995,1900205.55,5514.0,2024-08-27
UNIMER,176.9,175.9,-0.005699999999999999,1055.4,6.0,2024-08-27
WAFA ASSURANCE,4080.0,4120.0,0.0098,1648000.0,400.0,2024-08-27
ZELLIDJA S.A,87.0,90.0,0.0345,1080.0,12.0,2024-08-27
