Action,Cours_ref,Cours_Cloture,Variation,Volume,Quantite,Date_Rapport
AFMA,1187.0,1165.0,-0.018500000000000003,483468.0,415.0,2024-10-24
AFRIC INDUSTRIES SA,304.6,305.0,0.0013,36266.1,119.0,2024-10-24
AKDITAL,1020.0,1037.0,0.0167,4255869.0,4132.0,2024-10-24
ALLIANCES,325.0,328.0,0.0092,19874613.3,60614.0,2024-10-24
ALUMINIUM DU MAROC,1390.0,1385.0,-0.0036,29190.0,21.0,2024-10-24
ARADEI CAPITAL,499.5,500.0,0.001,5375998.0,10752.0,2024-10-24
ATLANTASANAD,136.85,132.15,-0.034300000000000004,2915.1,22.0,2024-10-24
ATTIJARIWAFA BANK,536.0,540.0,0.0075,20563420.9,38066.0,2024-10-24
AUTO HALL,70.5,69.9,-0.0085,68834.83,997.0,2024-10-24
BALIMA,230.0,230.0,0.0,4600.0,20.0,2024-10-24
BANK OF AFRICA,189.95,189.8,-0.0008,11388.0,60.0,2024-10-24
BMCI,559.0,557.6,-0.0025,1862136.5,3483.0,2024-10-24
CARTIER SAADA,34.75,34.74,-0.0003,10352.52,298.0,2024-10-24
CFG BANK,183.5,183.75,0.0014000000000000002,623918.25,3408.0,2024-10-24
CIH,401.0,403.0,0.005,4646787.0,11539.0,2024-10-24
COSUMAR,196.0,192.5,-0.0179,4812.5,25.0,2024-10-24
CTM,669.9,669.7,-0.0003,44521.8,69.0,2024-10-24
DELTA HOLDING,52.6,52.6,0.0,7658780.82,145604.0,2024-10-24
DISTY TECHNOLOGIES,221.0,222.0,0.0045000000000000005,2423908.25,11004.0,2024-10-24
DISWAY,666.0,668.9,0.0044,4677.7,7.0,2024-10-24
DOUJA PROM ADDOHA,34.5,34.89,0.0113,11015459.14,316547.0,2024-10-24
ENNAKL,32.7,33.0,0.0092,179350.09,5436.0,2024-10-24
FENIE BROSSETTE,106.8,103.0,-0.0356,12981.0,126.0,2024-10-24
HPS,579.0,578.4,-0.001,49137.0,85.0,2024-10-24
IB MAROC.COM,36.0,34.0,-0.0556,3971.0,111.0,2024-10-24
IMMORENTE INVEST,90.33,90.42,0.001,188791.5,2083.0,2024-10-24
INVOLYS,100.0,100.0,0.0,5000.0,50.0,2024-10-24
ITISSALAT AL-MAGHRIB,91.0,90.0,-0.011000000000000001,6744691.73,74549.0,2024-10-24
JET CONTRACTORS,1401.0,1407.0,0.0043,5084303.0,3632.0,2024-10-24
LABEL VIE,4250.0,4350.0,0.0235,87000.0,20.0,2024-10-24
LafargeHolcim Maroc,1832.0,1829.0,-0.0016,42067.0,23.0,2024-10-24
MANAGEM,2759.0,2758.0,-0.0004,63202.0,23.0,2024-10-24
MED PAPER,21.0,20.25,-0.035699999999999996,4963.6,245.0,2024-10-24
MINIERE TOUISSIT,1340.0,1462.0,0.091,1226751.0,854.0,2024-10-24
MUTANDIS SCA,299.0,299.0,0.0,31070.0,105.0,2024-10-24
REALISATIONS MECANIQUES,421.0,429.0,0.019,850.0,2.0,2024-10-24
RESIDENCES DAR SAADA,81.4,77.9,-0.043,10100267.08,128967.0,2024-10-24
RISMA,215.0,215.0,0.0,77742.4,361.0,2024-10-24
S.M MONETIQUE,215.0,214.95,-0.0002,3165.5,15.0,2024-10-24
SALAFIN,569.9,569.9,0.0,19468.0,35.0,2024-10-24
SMI,2209.0,2220.0,0.005,37470.0,17.0,2024-10-24
SNEP,489.85,480.0,-0.020099999999999996,12440.45,26.0,2024-10-24
SOCIETE DES BOISSONS DU M,2460.0,2320.0,-0.056900000000000006,6164240.0,2657.0,2024-10-24
SODEP-Marsa Maroc,440.0,445.0,0.011399999999999999,10960209.6,24895.0,2024-10-24
SONASID,845.0,822.0,-0.027200000000000002,1828433.2,2217.0,2024-10-24
SOTHEMA,946.0,948.0,0.0021,66359.5,70.0,2024-10-24
STOKVIS NORD AFRIQUE,14.99,15.14,0.01,9613.16,644.0,2024-10-24
STROC INDUSTRIE,53.0,53.0,0.0,196224.0,3703.0,2024-10-24
TAQA MOROCCO,1530.0,1530.0,0.0,1134114.0,741.0,2024-10-24
TGCC S.A,401.95,402.5,0.0014000000000000002,4338580.1,10730.0,2024-10-24
TOTALENERGIES MARKETING,1530.0,1530.0,0.0,1539223.0,1006.0,2024-10-24
