Action,Cours_ref,Cours_Cloture,Variation,Volume,Quantite,Date_Rapport
AFMA,1255.0,1272.0,0.013500000000000002,12720.0,10.0,2024-08-16
AFRIC INDUSTRIES SA,313.0,313.0,0.0,1879.7,6.0,2024-08-16
AFRIQUIA GAZ,3850.0,4000.0,0.039,1029039.0,257.0,2024-08-16
AKDITAL,920.2,920.0,-0.0002,2702565.7,2937.0,2024-08-16
ALLIANCES,249.45,248.5,-0.0038,3364051.9,13512.0,2024-08-16
ALUMINIUM DU MAROC,1444.0,1445.0,0.0007000000000000001,7223.0,5.0,2024-08-16
ARADEI CAPITAL,508.9,507.0,-0.0037,115403.0,229.0,2024-08-16
ATLANTASANAD,130.0,130.0,0.0,1239001.0,9530.0,2024-08-16
ATTIJARIWAFA BANK,544.4,541.4,-0.0055000000000000005,11029191.7,20377.0,2024-08-16
AUTO HALL,67.0,67.5,0.0075,8542.09,126.0,2024-08-16
BALIMA,220.0,219.0,-0.0045000000000000005,3285.0,15.0,2024-08-16
BANK OF AFRICA,195.0,196.0,0.0051,1816172.4,9269.0,2024-08-16
BCP,314.5,315.9,0.0045000000000000005,5412930.4,17247.0,2024-08-16
BMCI,625.0,630.0,0.008,1869394.0,2978.0,2024-08-16
CARTIER SAADA,30.0,30.72,0.024,67379.53,2255.0,2024-08-16
CFG BANK,174.0,174.0,0.0,320075.35,1852.0,2024-08-16
CIH,400.0,403.45,0.0086,2289678.5,5753.0,2024-08-16
CIMENTS DU MAROC,1840.0,1840.0,0.0,684480.0,372.0,2024-08-16
COLORADO,50.0,50.5,0.01,35111.0,702.0,2024-08-16
COSUMAR,188.0,188.9,0.0048,85835.6,456.0,2024-08-16
DELTA HOLDING,51.5,51.79,0.005600000000000001,18075.04,355.0,2024-08-16
DISTY TECHNOLOGIES,236.1,239.45,0.014199999999999999,6203.65,26.0,2024-08-16
DISWAY,688.8,688.0,-0.0012,146379.3,213.0,2024-08-16
DOUJA PROM ADDOHA,30.6,30.29,-0.0101,4595107.55,150509.0,2024-08-16
ENNAKL,32.0,31.85,-0.004699999999999999,229838.54,7205.0,2024-08-16
FENIE BROSSETTE,107.75,111.9,0.0385,368528.4,3289.0,2024-08-16
HPS,530.0,535.0,0.009399999999999999,6462055.2,12180.0,2024-08-16
IB MAROC.COM,30.9,30.0,-0.0291,17437.9,589.0,2024-08-16
IMMORENTE INVEST,92.89,91.9,-0.010700000000000001,28978.4,314.0,2024-08-16
INVOLYS,87.88,86.0,-0.021400000000000002,14015.53,161.0,2024-08-16
ITISSALAT AL-MAGHRIB,90.8,91.52,0.0079,3283786.69,35919.0,2024-08-16
JET CONTRACTORS,614.0,630.0,0.026099999999999998,1496319.7,2394.0,2024-08-16
LABEL VIE,4580.0,4500.0,-0.0175,10524592.0,2339.0,2024-08-16
LESIEUR CRISTAL,280.0,275.95,-0.014499999999999999,51454.3,197.0,2024-08-16
LafargeHolcim Maroc,1970.0,1971.0,0.0005,1971.0,1.0,2024-08-16
M2M Group,448.2,448.2,0.0,1792.8,4.0,2024-08-16
MANAGEM,2740.0,2730.0,-0.0036,2779113.0,1018.0,2024-08-16
MED PAPER,21.0,22.0,0.047599999999999996,1623085.11,73528.0,2024-08-16
MINIERE TOUISSIT,1690.0,1700.0,0.0059,3300709.0,1948.0,2024-08-16
MUTANDIS SCA,262.0,263.0,0.0038,40895.3,156.0,2024-08-16
PROMOPHARM S.A.,952.8,1009.0,0.059000000000000004,50450.0,50.0,2024-08-16
REBAB COMPANY,69.9,69.9,0.0,12651.9,181.0,2024-08-16
RESIDENCES DAR SAADA,85.49,84.5,-0.0116,7498811.03,88133.0,2024-08-16
RISMA,237.8,237.7,-0.0004,184743.45,791.0,2024-08-16
S.M MONETIQUE,190.0,195.0,0.0263,19500.0,100.0,2024-08-16
SANLAM MAROC,1930.0,2028.0,0.0508,8112.0,4.0,2024-08-16
SMI,2200.0,2235.0,0.0159,451827.0,206.0,2024-08-16
SONASID,860.0,875.0,0.0174,677811.2,795.0,2024-08-16
SOTHEMA,945.0,945.0,0.0,487815.0,516.0,2024-08-16
STOKVIS NORD AFRIQUE,12.31,13.54,0.0999,48730.46,3599.0,2024-08-16
STROC INDUSTRIE,44.65,49.11,0.0999,799188.08,16692.0,2024-08-16
TAQA MOROCCO,1290.0,1290.0,0.0,1952661.0,1515.0,2024-08-16
TGCC S.A,344.0,348.95,0.0144,4033752.6,11579.0,2024-08-16
TOTALENERGIES MARKETING,1450.0,1450.0,0.0,537179.0,370.0,2024-08-16
WAFA ASSURANCE,4100.0,4150.0,0.012199999999999999,91492.0,22.0,2024-08-16
ZELLIDJA S.A,85.0,80.0,-0.0588,1600.0,20.0,2024-08-16
