Action,Cours_ref,Cours_Cloture,Variation,Volume,Quantite,Date_Rapport
AFMA,1269.0,1246.0,-0.0181,1246.0,1.0,2024-08-26
AFRIC INDUSTRIES SA,313.75,313.9,0.0005,104826.0,334.0,2024-08-26
AFRIQUIA GAZ,3870.0,3930.0,0.0155,789901.0,201.0,2024-08-26
AKDITAL,934.0,932.0,-0.0021,4507002.2,4837.0,2024-08-26
ALLIANCES,250.0,250.1,0.0004,923306.75,3686.0,2024-08-26
ALUMINIUM DU MAROC,1443.0,1443.0,0.0,21645.0,15.0,2024-08-26
ARADEI CAPITAL,505.0,504.8,-0.0004,4039.1,8.0,2024-08-26
ATLANTASANAD,134.0,134.0,0.0,53064.0,396.0,2024-08-26
ATTIJARIWAFA BANK,544.0,541.6,-0.0044,3660984.2,6754.0,2024-08-26
AUTO HALL,71.0,70.8,-0.0028000000000000004,416615.4,5891.0,2024-08-26
BANK OF AFRICA,197.0,197.0,0.0,1970276.05,10002.0,2024-08-26
BCP,315.0,312.8,-0.006999999999999999,13221356.6,42074.0,2024-08-26
BMCI,641.0,648.0,0.0109,1807896.0,2816.0,2024-08-26
CARTIER SAADA,29.63,30.46,0.027999999999999997,335.36,11.0,2024-08-26
CFG BANK,174.8,173.0,-0.0103,331368.0,1922.0,2024-08-26
CIMENTS DU MAROC,1820.0,1793.0,-0.0148,840121.0,469.0,2024-08-26
COLORADO,53.0,52.39,-0.0115,38329.58,747.0,2024-08-26
COSUMAR,187.8,187.5,-0.0016,563786.9,2998.0,2024-08-26
CTM,663.2,660.4,-0.0042,26457.6,40.0,2024-08-26
DARI COUSPATE,3465.0,3464.0,-0.0003,176664.0,51.0,2024-08-26
DELTA HOLDING,50.31,50.5,0.0038,325124.86,6445.0,2024-08-26
DISTY TECHNOLOGIES,238.0,238.0,0.0,2618.0,11.0,2024-08-26
DISWAY,688.0,687.9,-0.0001,9630.6,14.0,2024-08-26
DOUJA PROM ADDOHA,30.45,30.38,-0.0023,5773091.92,189213.0,2024-08-26
ENNAKL,32.39,32.52,0.004,186040.61,5705.0,2024-08-26
EQDOM,1138.0,1150.0,0.0105,74750.0,65.0,2024-08-26
FENIE BROSSETTE,113.8,113.0,-0.006999999999999999,172570.75,1510.0,2024-08-26
HPS,531.0,530.0,-0.0019,1367851.1,2578.0,2024-08-26
IMMORENTE INVEST,91.2,91.51,0.0034000000000000002,110629.88,1206.0,2024-08-26
INVOLYS,114.0,112.0,-0.0175,228528.05,1948.0,2024-08-26
ITISSALAT AL-MAGHRIB,95.01,95.31,0.0032,13982085.7,146812.0,2024-08-26
JET CONTRACTORS,633.0,638.5,0.0087,1211569.5,1908.0,2024-08-26
LESIEUR CRISTAL,279.0,274.0,-0.0179,6674.0,24.0,2024-08-26
LafargeHolcim Maroc,1970.0,1975.0,0.0025,42350.0,22.0,2024-08-26
M2M Group,448.2,456.7,0.019,5023.7,11.0,2024-08-26
MAGHREBAIL,959.8,902.5,-0.059699999999999996,45125.0,50.0,2024-08-26
MANAGEM,2740.0,2750.0,0.0036,65624.0,24.0,2024-08-26
MED PAPER,24.66,24.0,-0.0268,1031829.09,41344.0,2024-08-26
MICRODATA,630.0,638.0,0.0127,49144.5,77.0,2024-08-26
MINIERE TOUISSIT,1675.0,1670.0,-0.003,9114517.0,5459.0,2024-08-26
MUTANDIS SCA,263.0,261.25,-0.0067,3237417.5,12397.0,2024-08-26
REALISATIONS MECANIQUES,609.4,548.5,-0.0999,93245.0,170.0,2024-08-26
REBAB COMPANY,67.0,69.8,0.0418,8585.4,123.0,2024-08-26
RESIDENCES DAR SAADA,84.5,84.5,0.0,4870040.4,57545.0,2024-08-26
RISMA,237.0,237.0,0.0,22752.0,96.0,2024-08-26
S.M MONETIQUE,231.25,241.25,0.0432,308829.85,1325.0,2024-08-26
SMI,2200.0,2250.0,0.0227,114054.0,51.0,2024-08-26
SNEP,507.0,512.5,0.0108,176422.1,346.0,2024-08-26
SOCIETE DES BOISSONS DU M,2627.0,2628.0,0.0004,7882.0,3.0,2024-08-26
SODEP-Marsa Maroc,373.0,372.0,-0.0027,1651893.4,4436.0,2024-08-26
SONASID,846.1,850.0,0.0046,381971.0,452.0,2024-08-26
SOTHEMA,979.0,951.1,-0.0285,3804.4,4.0,2024-08-26
STOKVIS NORD AFRIQUE,18.0,17.01,-0.055,1069081.74,57745.0,2024-08-26
STROC INDUSTRIE,58.39,59.1,0.012199999999999999,683110.82,11899.0,2024-08-26
TAQA MOROCCO,1318.0,1327.0,0.0068000000000000005,6635.0,5.0,2024-08-26
TGCC S.A,344.9,346.7,0.0052,156742.65,452.0,2024-08-26
WAFA ASSURANCE,4100.0,4080.0,-0.0049,73440.0,18.0,2024-08-26
ZELLIDJA S.A,84.79,87.0,0.026099999999999998,8874.0,102.0,2024-08-26
