Action,Cours_ref,Cours_Cloture,Variation,Volume,Quantite,Date_Rapport
AFMA,1203.0,1203.0,0.0,1203.0,1.0,2024-09-13
AFRIC INDUSTRIES SA,308.0,309.0,0.0032,109639.0,355.0,2024-09-13
AFRIQUIA GAZ,3800.0,3812.0,0.0032,442192.0,116.0,2024-09-13
AKDITAL,982.0,983.0,0.001,13199361.6,13490.0,2024-09-13
ALLIANCES,303.0,302.5,-0.0017000000000000001,10536272.55,34929.0,2024-09-13
ALUMINIUM DU MAROC,1419.0,1390.0,-0.0204,108103.0,78.0,2024-09-13
ARADEI CAPITAL,495.0,500.0,0.0101,407387.0,816.0,2024-09-13
ATLANTASANAD,129.0,131.0,0.0155,850188.25,6490.0,2024-09-13
ATTIJARIWAFA BANK,534.0,539.5,0.0103,40039170.7,74471.0,2024-09-13
AUTO HALL,77.14,76.01,-0.0146,1372416.75,18036.0,2024-09-13
BALIMA,225.0,229.0,0.0178,3435.0,15.0,2024-09-13
BANK OF AFRICA,193.0,195.0,0.0104,3926961.4,20141.0,2024-09-13
BCP,299.0,299.0,0.0,9599550.2,32116.0,2024-09-13
CARTIER SAADA,37.84,37.79,-0.0013,3899.64,104.0,2024-09-13
CDM,900.0,905.0,0.005600000000000001,117650.0,130.0,2024-09-13
CFG BANK,176.1,180.0,0.022099999999999998,6051058.05,33802.0,2024-09-13
CIH,412.0,405.0,-0.017,2475804.15,6114.0,2024-09-13
CIMENTS DU MAROC,1735.0,1879.0,0.083,12552338.0,6642.0,2024-09-13
COLORADO,51.57,51.58,0.0002,7681.26,151.0,2024-09-13
COSUMAR,182.0,184.15,0.0118,6527537.65,35518.0,2024-09-13
CTM,658.0,670.0,0.0182,26387.5,40.0,2024-09-13
DELTA HOLDING,51.0,55.21,0.0825,6204388.5,111154.0,2024-09-13
DISTY TECHNOLOGIES,235.0,233.15,-0.0079,146883.8,628.0,2024-09-13
DISWAY,660.0,655.1,-0.0074,42183.0,64.0,2024-09-13
DOUJA PROM ADDOHA,36.5,36.5,0.0,9040890.81,248230.0,2024-09-13
ENNAKL,34.76,34.2,-0.0161,71053.72,2073.0,2024-09-13
FENIE BROSSETTE,113.8,113.0,-0.006999999999999999,65885.6,589.0,2024-09-13
HPS,577.1,579.0,0.0033,2148703.0,3712.0,2024-09-13
IB MAROC.COM,38.85,37.03,-0.046799999999999994,11461.47,302.0,2024-09-13
IMMORENTE INVEST,92.03,93.0,0.0105,112954.63,1226.0,2024-09-13
INVOLYS,108.8,101.05,-0.0712,5052.5,50.0,2024-09-13
ITISSALAT AL-MAGHRIB,89.4,89.6,0.0022,9845473.43,109910.0,2024-09-13
JET CONTRACTORS,850.0,866.0,0.018799999999999997,2009270.3,2329.0,2024-09-13
LABEL VIE,4420.0,4395.0,-0.005699999999999999,3621480.0,824.0,2024-09-13
LESIEUR CRISTAL,275.0,275.0,0.0,40425.0,147.0,2024-09-13
LafargeHolcim Maroc,1850.0,1854.0,0.0022,6163577.0,3326.0,2024-09-13
M2M Group,550.0,566.4,0.0298,8496.0,15.0,2024-09-13
MED PAPER MICRODATA,21.55,21.59,0.0019,13828.47,646.0,2024-09-13
OULMES,1322.0,1315.0,-0.0053,15780.0,12.0,2024-09-13
PROMOPHARM S.A.,1122.0,1100.0,-0.0196,293700.0,267.0,2024-09-13
REALISATIONS MECANIQUES,499.9,499.9,0.0,84312.15,178.0,2024-09-13
REBAB COMPANY,88.5,93.4,0.0554,16998.8,182.0,2024-09-13
RESIDENCES DAR SAADA,77.0,76.79,-0.0027,4492082.82,58698.0,2024-09-13
RISMA,229.7,229.0,-0.003,36185.5,158.0,2024-09-13
S.M MONETIQUE,249.95,255.9,0.023799999999999998,44048.4,178.0,2024-09-13
SALAFIN,569.0,564.0,-0.0088,28200.0,50.0,2024-09-13
SMI,2278.0,2278.0,0.0,68282.0,30.0,2024-09-13
SNEP,492.05,495.0,0.006,238173.35,485.0,2024-09-13
SOCIETE DES BOISSONS DU M,2514.0,2514.0,0.0,1216457.0,481.0,2024-09-13
SODEP-Marsa Maroc,399.0,398.0,-0.0025,10802013.45,27140.0,2024-09-13
STOKVIS NORD AFRIQUE,15.8,15.94,0.0089,26618.55,1683.0,2024-09-13
STROC INDUSTRIE,52.39,52.39,0.0,6437.53,124.0,2024-09-13
TAQA MOROCCO,1295.0,1310.0,0.0116,3217873.0,2437.0,2024-09-13
TGCC S.A,371.6,374.9,0.0089,5360782.65,14344.0,2024-09-13
TOTALENERGIES MARKETING,460.0,1460.0,0.0,2772433.0,1899.0,2024-09-13
