Action,Cours_ref,Cours_Cloture,Variation,Volume,Quantite,Date_Rapport
AFMA,1207.0,1204.0,-0.0025,1204.0,1.0,2024-03-14
AFRIC INDUSTRIES SA,318.0,325.0,0.022000000000000002,11700.0,36.0,2024-03-14
AFRIQUIA GAZ,4110.0,4150.0,0.0097,863279.0,208.0,2024-03-14
AKDITAL,674.0,677.0,0.0045000000000000005,1430050.0,2112.0,2024-03-14
ALLIANCES,176.45,178.5,0.0116,12228696.95,69129.0,2024-03-14
ALUMINIUM DU MAROC,1341.0,1360.0,0.014199999999999999,5422.0,4.0,2024-03-14
ARADEI CAPITAL,503.0,505.0,0.004,8798275.0,17489.0,2024-03-14
ATLANTASANAD,122.0,122.0,0.0,4990.0,41.0,2024-03-14
ATTIJARIWAFA BANK,501.1,507.0,0.0118,15251286.3,30215.0,2024-03-14
AUTO HALL,64.7,64.5,-0.0031,1675362.24,25856.0,2024-03-14
BANK OF AFRICA,195.05,196.5,0.0074,7435602.25,37987.0,2024-03-14
BCP,296.0,296.1,0.0003,24210421.8,80821.0,2024-03-14
BMCI,569.0,573.0,0.006999999999999999,361654.0,632.0,2024-03-14
CARTIER SAADA,22.72,23.3,0.0255,87052.6,3785.0,2024-03-14
CDM,820.0,869.0,0.059800000000000006,85162.0,98.0,2024-03-14
CFG BANK,156.0,158.0,0.0128,3333495.0,21174.0,2024-03-14
CIH,367.0,366.9,-0.0003,107185.0,295.0,2024-03-14
CIMENTS DU MAROC,1705.0,1710.0,0.0029,7906796.0,4650.0,2024-03-14
COSUMAR,193.0,192.0,-0.0052,19887.0,102.0,2024-03-14
DELTA HOLDING,39.8,39.5,-0.0075,63798.74,1613.0,2024-03-14
DISTY TECHNOLOGIES,224.0,226.75,0.0123,33130.75,146.0,2024-03-14
DOUJA PROM ADDOHA,19.0,19.28,0.0147,16401204.17,855987.0,2024-03-14
ENNAKL,32.2,32.5,0.009300000000000001,25137.35,777.0,2024-03-14
EQDOM,1198.0,1180.0,-0.015,944000.0,800.0,2024-03-14
FENIE BROSSETTE,88.7,85.1,-0.0406,226948.18,2662.0,2024-03-14
HPS,585.1,595.0,0.0169,77939.0,132.0,2024-03-14
IB MAROC.COM,22.0,22.0,0.0,521.28,24.0,2024-03-14
IMMORENTE INVEST,95.74,95.0,-0.0077,504702.14,5411.0,2024-03-14
INVOLYS,88.11,87.0,-0.0126,174.0,2.0,2024-03-14
ITISSALAT AL-MAGHRIB,101.1,101.0,-0.001,1652546.65,16358.0,2024-03-14
JET CONTRACTORS,380.0,375.0,-0.0132,272008.0,724.0,2024-03-14
LABEL VIE,4500.0,4600.0,0.0222,10662500.0,2365.0,2024-03-14
LafargeHolcim Maroc,1970.0,1997.0,0.0137,18366449.0,9299.0,2024-03-14
MAGHREB OXYGENE,222.55,221.0,-0.006999999999999999,1105.0,5.0,2024-03-14
MANAGEM,1755.0,1760.0,0.0028000000000000004,1995595.0,1134.0,2024-03-14
MAROC LEASING,369.95,363.25,-0.0181,5448.75,15.0,2024-03-14
MED PAPER,19.32,19.2,-0.0062,114.2,6.0,2024-03-14
MICRODATA,685.0,670.0,-0.0219,140030.0,209.0,2024-03-14
MUTANDIS SCA,267.0,265.0,-0.0075,1210253.5,4635.0,2024-03-14
RESIDENCES DAR SAADA,33.98,34.96,0.0288,3603930.4,104806.0,2024-03-14
RISMA,215.1,220.05,0.023,694631.1,3161.0,2024-03-14
S.M MONETIQUE,161.0,161.0,0.0,6762.0,42.0,2024-03-14
SANLAM MAROC,1382.0,1382.0,0.0,69100.0,50.0,2024-03-14
SMI,1430.0,1424.0,-0.0042,14240.0,10.0,2024-03-14
SNEP,482.0,492.95,0.0227,58842.4,122.0,2024-03-14
SOCIETE DES BOISSONS DU M,2450.0,2450.0,0.0,294000.0,120.0,2024-03-14
SODEP-Marsa Maroc,285.6,285.5,-0.0004,799584.0,2803.0,2024-03-14
STOKVIS NORD AFRIQUE,10.5,10.78,0.026699999999999998,10.78,1.0,2024-03-14
TAQA MOROCCO,1200.0,1219.0,0.0158,3510846.0,2923.0,2024-03-14
TGCC S.A,231.9,233.0,0.004699999999999999,1576853.7,6835.0,2024-03-14
TOTALENERGIES MARKETING,1351.0,1345.0,-0.0044,46070.0,34.0,2024-03-14
WAFA ASSURANCE,4250.0,4250.0,0.0,1062500.0,250.0,2024-03-14
