Action,Cours_ref,Cours_Cloture,Variation,Volume,Quantite,Date_Rapport
AFMA,1180.0,1200.0,0.0169,135644.0,113.0,2024-09-23
AFRIC INDUSTRIES SA,319.0,317.95,-0.0033,5670.45,18.0,2024-09-23
AFRIQUIA GAZ,3839.0,3850.0,0.0029,4020389.0,1058.0,2024-09-23
AKDITAL,1005.0,1025.0,0.0199,24411569.0,23984.0,2024-09-23
ALLIANCES,320.0,322.0,0.0063,6215937.2,19356.0,2024-09-23
ALUMINIUM DU MAROC,1370.0,1381.0,0.008,38680.0,28.0,2024-09-23
ARADEI CAPITAL,496.0,494.0,-0.004,76226.0,154.0,2024-09-23
ATLANTASANAD,129.2,135.0,0.0449,2777644.55,20622.0,2024-09-23
ATTIJARIWAFA BANK,549.7,549.7,0.0,10875600.7,19806.0,2024-09-23
AUTO HALL,75.0,74.0,-0.013300000000000001,95250.0,1284.0,2024-09-23
BANK OF AFRICA,192.0,194.8,0.0146,48326.7,251.0,2024-09-23
BCP,299.95,299.0,-0.0032,3813503.1,12745.0,2024-09-23
BMCI,630.0,630.0,0.0,3150.0,5.0,2024-09-23
CARTIER SAADA,38.5,37.5,-0.026000000000000002,195318.83,5260.0,2024-09-23
CDM,940.0,940.0,0.0,4700000.0,5000.0,2024-09-23
CIH,420.0,419.75,-0.0006,149800.0,365.0,2024-09-23
CIMENTS DU MAROC,1865.0,1816.0,-0.0263,818520.0,452.0,2024-09-23
COLORADO,51.0,50.99,-0.0002,27507.5,550.0,2024-09-23
COSUMAR,192.5,192.5,0.0,429741.5,2236.0,2024-09-23
CTM,660.0,671.0,0.0167,12663.6,19.0,2024-09-23
DELTA HOLDING,57.0,57.96,0.0168,1104304.84,19273.0,2024-09-23
DISTY TECHNOLOGIES,236.8,236.0,-0.0034000000000000002,14160.0,60.0,2024-09-23
DISWAY,682.9,685.0,0.0031,322555.1,474.0,2024-09-23
DOUJA PROM ADDOHA,37.7,37.6,-0.0027,4621846.27,123254.0,2024-09-23
ENNAKL,34.18,34.6,0.0123,11391.52,329.0,2024-09-23
EQDOM,1104.0,1090.0,-0.0127,53990.0,49.0,2024-09-23
FENIE BROSSETTE,114.0,113.7,-0.0026,225284.85,1999.0,2024-09-23
HPS,573.1,576.0,0.0051,122244.6,213.0,2024-09-23
IB MAROC.COM,37.1,37.97,0.0235,10829.7,285.0,2024-09-23
IMMORENTE INVEST,91.0,91.0,0.0,143288.96,1571.0,2024-09-23
INVOLYS,105.95,105.0,-0.009000000000000001,14700.0,140.0,2024-09-23
ITISSALAT AL-MAGHRIB,93.7,94.05,0.0037,11762288.07,125083.0,2024-09-23
JET CONTRACTORS,889.4,895.0,0.0063,591233.0,659.0,2024-09-23
LABEL VIE,4500.0,4488.0,-0.0027,3726225.0,843.0,2024-09-23
LESIEUR CRISTAL,275.0,282.0,0.0255,282.0,1.0,2024-09-23
LafargeHolcim Maroc,1907.0,1902.0,-0.0026,1902000.0,1000.0,2024-09-23
M2M Group,545.0,542.1,-0.0053,61799.4,114.0,2024-09-23
MAGHREB OXYGENE,230.0,233.0,0.013000000000000001,6990.0,30.0,2024-09-23
MAGHREBAIL,930.0,925.0,-0.0054,41625.0,45.0,2024-09-23
MANAGEM,2819.0,2830.0,0.0039000000000000003,3061844.0,1086.0,2024-09-23
MED PAPER,21.38,22.0,0.028999999999999998,333627.05,15165.0,2024-09-23
MINIERE TOUISSIT,1660.0,1650.0,-0.006,113886.0,69.0,2024-09-23
MUTANDIS SCA,310.0,313.0,0.0097,4780384.6,15273.0,2024-09-23
OULMES,1315.0,1322.0,0.0053,6610.0,5.0,2024-09-23
PROMOPHARM S.A.,1051.0,1095.0,0.04190000000000001,1095.0,1.0,2024-09-23
REALISATIONS MECANIQUES,482.95,465.0,-0.037200000000000004,59684.35,128.0,2024-09-23
REBAB COMPANY,104.85,111.1,0.0596,22664.4,204.0,2024-09-23
RESIDENCES DAR SAADA,74.35,74.88,0.0070999999999999995,2797056.26,37402.0,2024-09-23
S.M MONETIQUE,240.0,238.0,-0.0083,96129.65,403.0,2024-09-23
SMI,2278.0,2278.0,0.0,6748.0,3.0,2024-09-23
SODEP-Marsa Maroc,408.0,406.0,-0.0049,3795377.7,9328.0,2024-09-23
SONASID,830.0,830.0,0.0,3675638.2,4422.0,2024-09-23
SOTHEMA,1000.0,1001.0,0.001,7007.0,7.0,2024-09-23
STOKVIS NORD AFRIQUE,15.5,16.07,0.0368,74046.94,4671.0,2024-09-23
STROC INDUSTRIE,48.99,49.5,0.0104,3887.71,83.0,2024-09-23
TAQA MOROCCO,1305.0,1300.0,-0.0038,1561151.0,1197.0,2024-09-23
TGCC S.A,390.0,392.0,0.0051,1620056.1,4120.0,2024-09-23
TOTALENERGIES MARKETING,1500.0,1600.0,0.0667,3826512.0,2399.0,2024-09-23
