Action,Cours_ref,Cours_Cloture,Variation,Volume,Quantite,Date_Rapport
AFMA,1203.0,1203.0,0.0,1203.0,1.0,2024-09-18
AFRIC INDUSTRIES SA,309.0,311.0,0.006500000000000001,331375.6,1072.0,2024-09-18
AFRIQUIA GAZ,3812.0,3830.0,0.004699999999999999,34374.0,9.0,2024-09-18
AKDITAL,983.0,1006.0,0.023399999999999997,31147102.0,31155.0,2024-09-18
ALLIANCES,302.5,311.15,0.0286,17105695.95,55188.0,2024-09-18
ALUMINIUM DU MAROC,1390.0,1380.0,-0.0072,165710.0,120.0,2024-09-18
ARADEI CAPITAL,500.0,495.0,-0.01,520987.6,1056.0,2024-09-18
ATLANTASANAD,131.0,131.0,0.0,3250.5,25.0,2024-09-18
ATTIJARIWAFA BANK,539.5,540.2,0.0013,27037368.1,50120.0,2024-09-18
AUTO HALL,76.01,75.99,-0.0003,384218.47,5055.0,2024-09-18
BANK OF AFRICA,195.0,191.6,-0.0174,2212015.1,11545.0,2024-09-18
BCP,299.0,299.8,0.0027,20763242.45,69635.0,2024-09-18
BMCI,625.0,615.0,-0.016,1047855.0,1697.0,2024-09-18
CFG BANK,180.0,189.0,0.05,5820762.9,31253.0,2024-09-18
CIH,405.0,430.0,0.0617,6138682.05,14563.0,2024-09-18
CIMENTS DU MAROC,1879.0,1887.0,0.0043,2555269.0,1351.0,2024-09-18
COLORADO,51.58,51.54,-0.0008,6114.26,121.0,2024-09-18
COSUMAR,184.15,184.9,0.0040999999999999995,2393398.2,13025.0,2024-09-18
CTM,670.0,660.0,-0.0149,42940.0,65.0,2024-09-18
DELTA HOLDING,55.21,58.0,0.050499999999999996,3693855.68,64754.0,2024-09-18
DISTY TECHNOLOGIES,233.15,232.75,-0.0017000000000000001,1866.45,8.0,2024-09-18
DISWAY,655.1,663.0,0.0121,74903.9,113.0,2024-09-18
DOUJA PROM ADDOHA,36.5,37.53,0.0282,12759743.6,343011.0,2024-09-18
ENNAKL,34.2,34.68,0.013999999999999999,50381.16,1469.0,2024-09-18
FENIE BROSSETTE,113.0,113.75,0.0066,17237.6,156.0,2024-09-18
HPS,579.0,574.0,-0.0086,814068.7,1416.0,2024-09-18
IB MAROC.COM,37.03,37.15,0.0032,10661.64,287.0,2024-09-18
IMMORENTE INVEST,93.0,93.6,0.006500000000000001,99620.6,1074.0,2024-09-18
INVOLYS,101.05,101.65,0.0059,2396.55,23.0,2024-09-18
ITISSALAT AL-MAGHRIB,89.6,89.34,-0.0029,7885383.24,88254.0,2024-09-18
JET CONTRACTORS,866.0,868.0,0.0023,1207485.8,1398.0,2024-09-18
LABEL VIE,4395.0,4500.0,0.0239,886400.0,200.0,2024-09-18
LESIEUR CRISTAL,275.0,275.0,0.0,13750.0,50.0,2024-09-18
LafargeHolcim Maroc,1854.0,1865.0,0.0059,2267178.0,1216.0,2024-09-18
M2M Group,566.4,550.0,-0.028999999999999998,1650.0,3.0,2024-09-18
MANAGEM,2799.0,2834.0,0.0125,144361.0,51.0,2024-09-18
MAROC LEASING,367.0,370.0,0.008199999999999999,66600.0,180.0,2024-09-18
MED PAPER,21.59,21.48,-0.0051,139399.68,6586.0,2024-09-18
PROMOPHARM S.A.,1100.0,1149.0,0.044500000000000005,11490.0,10.0,2024-09-18
REALISATIONS MECANIQUES,499.9,506.0,0.012199999999999999,11623.0,23.0,2024-09-18
RISMA,229.0,229.2,0.0009,7309.6,32.0,2024-09-18
SALAFIN,564.0,569.0,0.0089,1138.0,2.0,2024-09-18
SANLAM MAROC,1969.0,1969.0,0.0,23628.0,12.0,2024-09-18
SMI,2278.0,2270.0,-0.0034999999999999996,323266.0,143.0,2024-09-18
SNEP,495.0,494.8,-0.0004,561383.2,1134.0,2024-09-18
SOCIETE DES BOISSONS DU M,2514.0,2514.0,0.0,95910.0,38.0,2024-09-18
SODEP-Marsa Maroc,398.0,402.0,0.0101,1617331.45,4050.0,2024-09-18
SONASID,820.0,820.0,0.0,2036865.4,2488.0,2024-09-18
SOTHEMA,1003.0,1000.0,-0.003,1665137.1,16663771.0,2024-09-18
STROC INDUSTRIE,52.39,49.2,-0.060899999999999996,60698.66,1202.0,2024-09-18
TAQA MOROCCO,1310.0,1310.0,0.0,1941481.0,1480.0,2024-09-18
TGCC S.A,374.9,384.85,0.0265,5062391.7,13252.0,2024-09-18
TOTALENERGIES MARKETING,1460.0,1464.0,0.0027,201944.0,139.0,2024-09-18
UNIMER,174.9,174.9,0.0,524.7,3.0,2024-09-18
WAFA ASSURANCE,4400.0,4500.0,,1.0,300.0,2024-09-18
