Action,Cours_ref,Cours_Cloture,Variation,Volume,Quantite,Date_Rapport
AFMA,1161.0,1185.0,0.0207,9480.0,8.0,2024-10-09
AFRIC INDUSTRIES SA,304.0,305.0,0.0033,95613.0,314.0,2024-10-09
AFRIQUIA GAZ,3820.0,3820.0,0.0,1428683.0,374.0,2024-10-09
AKDITAL,1010.0,1012.0,0.002,17460983.0,17250.0,2024-10-09
ALLIANCES,292.0,300.0,0.0274,11378750.5,38419.0,2024-10-09
ALUMINIUM DU MAROC,1385.0,1373.0,-0.0087,130447.0,95.0,2024-10-09
ARADEI CAPITAL,520.0,510.0,-0.0192,21454770.0,42067.0,2024-10-09
ATLANTASANAD,130.25,132.0,0.0134,30891.25,234.0,2024-10-09
ATTIJARIWAFA BANK,525.0,540.0,0.0286,16594298.3,31011.0,2024-10-09
AUTO HALL,70.7,70.7,0.0,121125.7,1711.0,2024-10-09
BANK OF AFRICA,190.2,190.05,-0.0008,2033492.0,10700.0,2024-10-09
BCP,285.0,287.95,0.0104,1218143.5,4260.0,2024-10-09
BMCI,595.9,560.0,-0.0602,3578420.0,6390.0,2024-10-09
CARTIER SAADA,36.23,36.18,-0.0014000000000000002,5364.93,151.0,2024-10-09
CDM,911.0,900.0,-0.0121,900.0,1.0,2024-10-09
CIH,400.1,396.0,-0.0102,4784480.0,12081.0,2024-10-09
CIMENTS DU MAROC,1756.0,1750.0,-0.0034000000000000002,13677403.0,7813.0,2024-10-09
COLORADO,51.4,53.0,0.0311,1071200.45,20106.0,2024-10-09
COSUMAR,197.0,196.1,-0.0046,50372.35,257.0,2024-10-09
DELTA HOLDING,55.5,54.01,-0.0268,553048.24,10084.0,2024-10-09
DISTY TECHNOLOGIES,225.0,228.0,0.013300000000000001,7298.0,32.0,2024-10-09
DISWAY,662.1,662.0,-0.0002,1438638.2,2208.0,2024-10-09
DOUJA PROM ADDOHA,34.51,35.48,0.0281,6091819.58,173883.0,2024-10-09
ENNAKL,33.5,33.0,-0.0149,25833.26,780.0,2024-10-09
HPS,583.0,575.2,-0.0134,6586587.0,11302.0,2024-10-09
IMMORENTE INVEST,90.9,91.48,0.0064,1555.18,17.0,2024-10-09
INVOLYS,101.85,99.95,-0.0187,9719.27,98.0,2024-10-09
ITISSALAT AL-MAGHRIB,91.4,92.0,0.0066,7831112.95,85267.0,2024-10-09
JET CONTRACTORS,1150.0,1186.0,0.0313,1792249.0,1515.0,2024-10-09
LABEL VIE,4479.0,4475.0,-0.0009,1221699.0,273.0,2024-10-09
LESIEUR CRISTAL,275.0,284.95,0.0362,30329.95,111.0,2024-10-09
LafargeHolcim Maroc,1835.0,1836.0,0.0005,11635262.0,6340.0,2024-10-09
M2M Group,542.0,550.0,0.0148,2200.0,4.0,2024-10-09
MAGHREB OXYGENE,220.0,225.0,0.0227,225.0,1.0,2024-10-09
MANAGEM,2660.0,2700.0,0.015,2598421.0,962.0,2024-10-09
MAROC LEASING,370.0,370.0,0.0,740.0,2.0,2024-10-09
MED PAPER,21.1,21.27,0.008100000000000001,957.63,45.0,2024-10-09
MINIERE TOUISSIT,1595.0,1575.0,-0.0125,2409339.0,1544.0,2024-10-09
MUTANDIS SCA,298.0,309.0,0.0369,4574304.3,15179.0,2024-10-09
PROMOPHARM S.A.,1016.0,1076.0,0.0591,2152.0,2.0,2024-10-09
REALISATIONS MECANIQUES,426.55,449.85,0.0546,54274.7,127.0,2024-10-09
RESIDENCES DAR SAADA,76.0,77.0,0.0132,4806903.73,61796.0,2024-10-09
RISMA,215.0,215.0,0.0,207964.15,968.0,2024-10-09
S.M MONETIQUE,210.0,214.0,0.019,1926.0,9.0,2024-10-09
SALAFIN,575.0,575.0,0.0,11500.0,20.0,2024-10-09
SMI,2170.0,2180.0,0.0046,77655.0,36.0,2024-10-09
SNEP,470.0,468.85,-0.0024,1160619.05,2520.0,2024-10-09
SODEP-Marsa Maroc,425.0,430.0,0.0118,14903161.2,34630.0,2024-10-09
SONASID,817.0,835.0,0.022000000000000002,6306793.0,7582.0,2024-10-09
SOTHEMA,960.0,965.0,0.0052,885956.0,931.0,2024-10-09
STOKVIS NORD AFRIQUE,15.8,15.77,-0.0019,267.55,17.0,2024-10-09
STROC INDUSTRIE,55.0,54.99,-0.0002,58643.5,1127.0,2024-10-09
TAQA MOROCCO,1549.0,1596.0,0.030299999999999997,36231713.0,23228.0,2024-10-09
TGCC S.A,400.0,402.85,0.0070999999999999995,27039493.8,67155.0,2024-10-09
TOTALENERGIES MARKETING,1600.0,1600.0,0.0,7912.0,5.0,2024-10-09
