Action,Cours_ref,Cours_Cloture,Variation,Volume,Quantite,Date_Rapport
AFMA,1239.0,1240.0,0.0008,132568.0,107.0,2024-06-07
AFRIC INDUSTRIES SA,322.0,322.0,0.0,1610.0,5.0,2024-06-07
AFRIQUIA GAZ,4100.0,4100.0,0.0,82000.0,20.0,2024-06-07
AKDITAL,669.5,670.1,0.0009,476224.4,711.0,2024-06-07
ALLIANCES,244.0,240.0,-0.016399999999999998,3170513.45,13071.0,2024-06-07
ALUMINIUM DU MAROC,1507.0,1490.0,-0.0113,28310.0,19.0,2024-06-07
ARADEI CAPITAL,494.5,491.0,-0.0070999999999999995,244677.0,495.0,2024-06-07
ATLANTASANAD,136.7,136.7,0.0,105276.8,771.0,2024-06-07
ATTIJARIWAFA BANK,512.2,511.1,-0.0021,18660498.2,36412.0,2024-06-07
AUTO HALL,71.3,71.28,-0.0003,401053.96,5626.0,2024-06-07
BANK OF AFRICA,194.85,193.0,-0.0095,1126126.95,5802.0,2024-06-07
BCP,293.0,293.95,0.0032,192879317.5,656054.0,2024-06-07
BMCI,630.0,593.6,-0.057800000000000004,122941.3,207.0,2024-06-07
CDM,890.0,890.0,0.0,356000.0,400.0,2024-06-07
CFG BANK,158.1,158.05,-0.0003,135578.05,854.0,2024-06-07
CIH,380.0,382.0,0.0053,77536.1,203.0,2024-06-07
CIMENTS DU MAROC,1750.0,1756.0,0.0034000000000000002,1088700.0,620.0,2024-06-07
COLORADO,53.0,54.0,0.0189,2700.0,50.0,2024-06-07
COSUMAR,193.5,194.0,0.0026,188596.35,974.0,2024-06-07
CTM,673.0,675.0,0.003,6725.0,10.0,2024-06-07
DELTA HOLDING,48.5,49.79,0.026600000000000002,525559.95,10590.0,2024-06-07
DISTY TECHNOLOGIES,248.5,248.8,0.0012,47905.0,193.0,2024-06-07
DISWAY,704.9,700.0,-0.006999999999999999,209579.0,303.0,2024-06-07
DOUJA PROM ADDOHA,30.15,29.7,-0.0149,11598937.6,386661.0,2024-06-07
ENNAKL,34.49,34.5,0.0003,42872.48,1243.0,2024-06-07
EQDOM,1180.0,1150.0,-0.0254,34812.0,30.0,2024-06-07
FENIE BROSSETTE,103.0,102.8,-0.0019,11507.95,113.0,2024-06-07
HPS,545.0,557.0,0.022000000000000002,849967.0,1505.0,2024-06-07
IMMORENTE INVEST,94.95,94.99,0.0004,49299.87,519.0,2024-06-07
ITISSALAT AL-MAGHRIB,92.5,92.0,-0.0054,5559934.95,60292.0,2024-06-07
JET CONTRACTORS,550.0,556.0,0.0109,36838.0,67.0,2024-06-07
LABEL VIE,4380.0,4145.0,-0.0537,145075.0,35.0,2024-06-07
LESIEUR CRISTAL,275.0,275.05,0.0002,30822378.05,112061.0,2024-06-07
LafargeHolcim Maroc,1950.0,1948.0,-0.001,1120100.0,575.0,2024-06-07
M2M Group,495.0,498.0,0.0060999999999999995,996.0,2.0,2024-06-07
MAGHREB OXYGENE,204.0,204.0,0.0,3264.0,16.0,2024-06-07
MANAGEM,2223.0,2300.0,0.0346,1227170.0,539.0,2024-06-07
MED PAPER,19.0,18.8,-0.0105,12925.74,687.0,2024-06-07
MUTANDIS SCA,268.05,270.0,0.0073,690154.4,2566.0,2024-06-07
REALISATIONS MECANIQUES,96.2,101.9,0.0593,7336.8,72.0,2024-06-07
RESIDENCES DAR SAADA,77.0,75.0,-0.026000000000000002,3884261.75,50965.0,2024-06-07
RISMA,232.0,239.8,0.0336,37407.35,157.0,2024-06-07
SNEP,518.9,512.0,-0.013300000000000001,16291.8,32.0,2024-06-07
SOCIETE DES BOISSONS DU M,2405.0,2455.0,0.0208,31360.0,13.0,2024-06-07
SOTHEMA,1002.0,1000.0,-0.002,27000.0,27.0,2024-06-07
STOKVIS NORD AFRIQUE,11.02,10.99,-0.0027,5838.25,542.0,2024-06-07
STROC INDUSTRIE,34.97,33.1,-0.0535,9048.13,273.0,2024-06-07
TGCC S.A,309.0,312.0,0.0097,2983530.25,9570.0,2024-06-07
