Action,Cours_ref,Cours_Cloture,Variation,Volume,Quantite,Date_Rapport
AFMA,1220.0,1215.0,-0.0040999999999999995,2430.0,2.0,2024-02-16
AFRIC INDUSTRIES SA,320.0,325.0,0.015600000000000001,161740.0,500.0,2024-02-16
AFRIQUE,10.71,10.61,-0.009300000000000001,985.44,120.0,2024-02-16
AFRIQUIA GAZ,4149.0,4100.0,-0.0118,951699.0,232.0,2024-02-16
AKDITAL,692.0,690.0,-0.0029,5562416.0,8046.0,2024-02-16
ALLIANCES,154.85,160.0,0.0333,15548964.95,97519.0,2024-02-16
ALUMINIUM DU MAROC,1342.0,1345.0,0.0022,30935.0,23.0,2024-02-16
ARADEI CAPITAL,499.9,500.0,0.0002,959790.0,1930.0,2024-02-16
ATLANTASANAD,123.0,124.0,0.008100000000000001,39329.25,320.0,2024-02-16
ATTIJARIWAFA BANK,503.1,505.0,0.0038,16030591.5,31845.0,2024-02-16
AUTO HALL,67.5,67.85,0.0052,5232.1,77.0,2024-02-16
BANK OF AFRICA,204.0,200.0,-0.0196,1984917.75,9931.0,2024-02-16
BCP,296.0,296.0,0.0,17910782.0,60778.0,2024-02-16
BMCI,565.0,565.0,0.0,206790.0,366.0,2024-02-16
CARTIER SAADA,22.2,22.0,-0.009000000000000001,1628.0,74.0,2024-02-16
CDM,879.9,865.0,-0.0169,824345.0,953.0,2024-02-16
CFG BANK,154.85,156.0,0.0074,6236685.15,40224.0,2024-02-16
CIMENTS DU MAROC,1714.0,1715.0,0.0006,1550653.0,905.0,2024-02-16
COLORADO,45.0,44.2,-0.0178,198282.7,4505.0,2024-02-16
COSUMAR,188.35,190.95,0.0138,7897093.45,41400.0,2024-02-16
CTM,580.0,581.0,0.0017000000000000001,5810.0,10.0,2024-02-16
DELTA HOLDING,38.38,38.5,0.0031,307926.87,8088.0,2024-02-16
DISTY TECHNOLOGIES,213.0,210.1,-0.013600000000000001,238830.05,1130.0,2024-02-16
DOUJA PROM ADDOHA,15.95,16.75,0.050199999999999995,18611028.89,122603.0,2024-02-16
ENNAKL,32.79,32.6,-0.0058,32827.55,1004.0,2024-02-16
EQDOM,1080.0,1080.0,0.0,1080000.0,1000.0,2024-02-16
FENIE BROSSETTE,90.5,90.99,0.0054,70079.5,789.0,2024-02-16
HPS,590.0,600.0,0.0169,2138981.3,3576.0,2024-02-16
IB MAROC.COM,22.4,22.48,0.0036,89.92,4.0,2024-02-16
IMMORENTE INVEST,92.1,93.0,0.0098,192069.06,2065.0,2024-02-16
ITISSALAT AL-MAGHRIB,90.1,99.1,0.0999,17378076.9,175359.0,2024-02-16
JET CONTRACTORS,350.0,350.0,0.0,877463.05,2509.0,2024-02-16
LABEL VIE,4270.0,4250.0,-0.004699999999999999,8504250.0,2001.0,2024-02-16
LafargeHolcim Maroc,2005.0,2010.0,0.0025,3149670.0,1567.0,2024-02-16
MAGHREBAIL,950.0,950.0,0.0,7600.0,8.0,2024-02-16
MANAGEM,1839.0,1858.0,0.0103,343470.0,185.0,2024-02-16
MED PAPER,19.0,19.07,0.0037,146070.83,7753.0,2024-02-16
MICRODATA,675.0,678.0,0.0044,1356.0,2.0,2024-02-16
MINIERE TOUISSIT,1435.0,1454.0,0.0132,1212130.0,836.0,2024-02-16
MUTANDIS SCA,270.0,271.0,0.0037,426036.8,1573.0,2024-02-16
PROMOPHARM S.A.,995.0,970.0,-0.025099999999999997,11640.0,12.0,2024-02-16
REALISATIONS MECANIQUES,106.0,105.0,-0.009399999999999999,18270.0,174.0,2024-02-16
REBAB COMPANY,77.0,77.0,0.0,77.0,1.0,2024-02-16
RESIDENCES DAR SAADA,26.7,29.36,0.09960000000000001,4343534.67,152388.0,2024-02-16
RISMA,226.0,225.0,-0.0044,725106.85,3227.0,2024-02-16
SMI,1330.0,1330.0,0.0,530520.0,397.0,2024-02-16
SOTHEMA,1000.0,999.0,-0.001,178983.0,179.0,2024-02-16
TIMAR,660.0,660.0,0.0,246840.0,374.0,2024-02-16
