Action,Cours_ref,Cours_Cloture,Variation,Volume,Quantite,Date_Rapport
AFMA,1248.0,1246.0,-0.0016,27412.0,22.0,2024-08-22
AFRIC INDUSTRIES SA,308.2,310.0,0.0058,61528.25,198.0,2024-08-22
AFRIQUIA GAZ,4000.0,3960.0,-0.01,19917.0,5.0,2024-08-22
AKDITAL,921.0,925.0,0.0043,11768009.3,12690.0,2024-08-22
ALLIANCES,250.0,253.0,0.012,5973352.35,23683.0,2024-08-22
ALUMINIUM DU MAROC,1445.0,1444.0,-0.0007000000000000001,5739.0,4.0,2024-08-22
ARADEI CAPITAL,505.0,505.0,0.0,208063.9,417.0,2024-08-22
ATLANTASANAD,130.0,131.0,0.0077,183765.05,1385.0,2024-08-22
ATTIJARIWAFA BANK,543.2,543.3,0.0002,14123876.3,25943.0,2024-08-22
AUTO HALL,67.1,67.6,0.0075,642094.12,9481.0,2024-08-22
BALIMA,206.0,218.35,0.06,1091.75,5.0,2024-08-22
BANK OF AFRICA,194.0,193.0,-0.0052,194935.95,1010.0,2024-08-22
BCP,315.05,315.95,0.0029,3422023.0,10919.0,2024-08-22
CARTIER SAADA,30.0,30.5,0.0167,2916.5,97.0,2024-08-22
CFG BANK,173.0,174.0,0.0058,6268898.9,36033.0,2024-08-22
CIH,406.0,402.0,-0.009899999999999999,1668904.8,4155.0,2024-08-22
CIMENTS DU MAROC,1840.0,1790.0,-0.027200000000000002,3172670.0,1766.0,2024-08-22
COLORADO,51.5,52.95,0.0282,182185.35,3482.0,2024-08-22
COSUMAR,188.9,188.0,-0.0048,47789.25,254.0,2024-08-22
CTM,660.0,683.0,0.0348,13660.0,20.0,2024-08-22
DARI COUSPATE,3465.0,3465.0,0.0,17325.0,5.0,2024-08-22
DELTA HOLDING,50.0,50.95,0.019,51008.4,1020.0,2024-08-22
DISTY TECHNOLOGIES,235.0,239.0,0.017,97821.1,410.0,2024-08-22
DISWAY,688.0,688.0,0.0,10320.0,15.0,2024-08-22
DOUJA PROM ADDOHA,30.69,30.72,0.001,8895225.18,288034.0,2024-08-22
ENNAKL,32.0,32.0,0.0,429236.65,13393.0,2024-08-22
EQDOM,1138.0,1138.0,0.0,60314.0,53.0,2024-08-22
FENIE BROSSETTE,119.6,124.95,0.0447,2059602.1,16656.0,2024-08-22
HPS,530.0,536.0,0.0113,6035994.0,11381.0,2024-08-22
IB MAROC.COM,30.9,31.79,0.0288,36254.51,1172.0,2024-08-22
IMMORENTE INVEST,92.95,91.0,-0.021,841863.66,9243.0,2024-08-22
INVOLYS,94.59,104.0,0.09949999999999999,253760.0,2440.0,2024-08-22
ITISSALAT AL-MAGHRIB,92.11,93.5,0.0151,12154136.47,130189.0,2024-08-22
JET CONTRACTORS,634.0,633.0,-0.0016,1847877.0,2924.0,2024-08-22
LABEL VIE,4600.0,4690.0,0.0196,478000.0,102.0,2024-08-22
LafargeHolcim Maroc,1971.0,1965.0,-0.003,2988842.0,1521.0,2024-08-22
MED PAPER,24.19,26.6,0.09960000000000001,803423.15,30692.0,2024-08-22
MINIERE TOUISSIT,1700.0,1663.0,-0.0218,2126009.0,1274.0,2024-08-22
MUTANDIS SCA,262.0,1110.0,,68820.0,62.0,2024-08-22
REBAB COMPANY,69.9,65.71,-0.0599,4731.12,72.0,2024-08-22
RESIDENCES DAR SAADA,84.06,85.26,0.0143,5470826.0,64293.0,2024-08-22
RISMA,238.5,239.0,0.0021,56046.0,240.0,2024-08-22
S.M MONETIQUE,214.45,235.85,0.0998,812223.85,3463.0,2024-08-22
SALAFIN,567.0,568.0,0.0018,5680.0,10.0,2024-08-22
SANLAM MAROC,1950.0,2019.0,0.0354,6057.0,3.0,2024-08-22
SMI,2232.0,2244.0,0.0054,159187.0,71.0,2024-08-22
SNEP,509.5,512.0,0.0049,1806558.15,3608.0,2024-08-22
SODEP-Marsa Maroc,371.15,374.0,0.0077,3832638.5,10239.0,2024-08-22
SONASID,873.9,846.2,-0.0317,2580586.1,3050.0,2024-08-22
SOTHEMA,970.0,979.0,0.009300000000000001,16656.0,17.0,2024-08-22
STOKVIS NORD AFRIQUE,14.89,16.37,0.09939999999999999,441155.13,26949.0,2024-08-22
STROC INDUSTRIE,54.02,56.0,0.036699999999999997,1603197.32,27526.0,2024-08-22
TAQA MOROCCO,1325.0,1300.0,-0.0189,405696.0,313.0,2024-08-22
TGCC S.A,350.0,348.7,-0.0037,3431076.7,9811.0,2024-08-22
ZELLIDJA S.A,80.0,80.0,0.0,8000.0,100.0,2024-08-22
