Action,Cours_ref,Cours_Cloture,Variation,Volume,Quantite,Date_Rapport
AFMA,1208.0,1230.0,0.0182,119310.0,97.0,2024-05-03
AFRIC INDUSTRIES SA,320.45,325.0,0.014199999999999999,650.0,2.0,2024-05-03
AFRIQUIA GAZ,4150.0,4100.0,-0.012,2468300.0,602.0,2024-05-03
AGMA,6678.0,6670.0,-0.0012,760380.0,114.0,2024-05-03
AKDITAL,720.0,718.0,-0.0028000000000000004,3012442.0,4206.0,2024-05-03
ALLIANCES,236.1,229.4,-0.028399999999999998,7745166.95,33551.0,2024-05-03
ALUMINIUM DU MAROC,1579.0,1572.0,-0.0044,4716.0,3.0,2024-05-03
ARADEI CAPITAL,542.9,550.0,0.0131,826590.4,1513.0,2024-05-03
ATLANTASANAD,148.0,151.0,0.0203,786281.55,5164.0,2024-05-03
ATTIJARIWAFA BANK,501.9,508.9,0.0139,11157341.9,21936.0,2024-05-03
AUTO HALL,77.0,76.94,-0.0008,76.94,1.0,2024-05-03
BANK OF AFRICA,192.1,196.9,0.025,4051365.6,20972.0,2024-05-03
BCP,289.0,295.0,0.0208,2908164.3,9887.0,2024-05-03
CARTIER SAADA,25.0,25.99,0.039599999999999996,63340.22,2463.0,2024-05-03
CDM,903.0,902.8,-0.0002,678905.6,752.0,2024-05-03
CFG BANK,151.0,154.85,0.0255,5646786.15,36808.0,2024-05-03
CIH,380.0,380.0,0.0,1721381.0,4530.0,2024-05-03
CIMENTS DU MAROC,1759.0,1768.0,0.0051,7710632.0,4404.0,2024-05-03
COLORADO,53.0,52.95,-0.0009,22699.54,428.0,2024-05-03
COSUMAR,195.0,197.5,0.0128,960742.3,4873.0,2024-05-03
CTM,648.0,641.0,-0.0108,59862.0,93.0,2024-05-03
DELTA HOLDING,46.0,45.75,-0.0054,414567.5,8959.0,2024-05-03
DISTY TECHNOLOGIES,247.55,259.8,0.0495,115721.75,459.0,2024-05-03
DISWAY,719.0,719.5,0.0007000000000000001,84901.0,118.0,2024-05-03
DOUJA PROM ADDOHA,32.3,30.5,-0.0557,30947590.39,996188.0,2024-05-03
ENNAKL,35.18,34.94,-0.0068000000000000005,36250.91,1063.0,2024-05-03
EQDOM,1227.0,1161.0,-0.0538,2068420.0,1720.0,2024-05-03
FENIE BROSSETTE,113.0,112.9,-0.0009,25147.7,230.0,2024-05-03
HPS,559.0,559.0,0.0,1223930.7,2191.0,2024-05-03
IB MAROC.COM,32.17,34.49,0.0721,12017.58,370.0,2024-05-03
IMMORENTE INVEST,92.7,92.66,-0.0004,162014.31,1743.0,2024-05-03
INVOLYS,93.0,93.0,0.0,465.0,5.0,2024-05-03
ITISSALAT AL-MAGHRIB,96.2,96.3,0.001,10568973.99,109867.0,2024-05-03
JET CONTRACTORS,630.0,609.0,-0.0333,3033690.7,4941.0,2024-05-03
LABEL VIE,4290.0,4305.0,0.0034999999999999996,1161985.0,270.0,2024-05-03
LESIEUR CRISTAL,275.0,275.1,0.0004,550.2,2.0,2024-05-03
LafargeHolcim Maroc,2020.0,2000.0,-0.009899999999999999,12950423.0,6473.0,2024-05-03
MANAGEM,2371.0,2397.0,0.011000000000000001,2420130.0,1010.0,2024-05-03
MED PAPER,20.0,19.51,-0.0245,212483.58,10700.0,2024-05-03
MICRODATA,678.3,665.0,-0.0196,100152.6,149.0,2024-05-03
MINIERE TOUISSIT,1291.0,1270.0,-0.0163,5725685.0,4443.0,2024-05-03
MUTANDIS SCA,265.0,265.0,0.0,46729.2,174.0,2024-05-03
RESIDENCES DAR SAADA,77.1,72.49,-0.059800000000000006,11008602.48,147820.0,2024-05-03
RISMA,260.0,264.0,0.0154,111738.0,428.0,2024-05-03
S.M MONETIQUE,166.9,168.1,0.0072,26391.7,157.0,2024-05-03
SALAFIN,558.0,560.1,0.0038,59309.9,104.0,2024-05-03
SANLAM MAROC,1820.0,1820.0,0.0,3640.0,2.0,2024-05-03
SMI,1769.0,1838.0,0.039,1476761.0,820.0,2024-05-03
SNEP,578.0,576.2,-0.0031,77636.8,134.0,2024-05-03
SOCIETE DES BOISSONS DU M,2550.0,2550.0,0.0,127816.0,50.0,2024-05-03
SODEP-Marsa Maroc,283.25,286.0,0.0097,444361.4,1558.0,2024-05-03
SONASID,840.0,835.0,-0.006,869077.3,1038.0,2024-05-03
SOTHEMA,982.0,1010.0,0.0285,55550.0,55.0,2024-05-03
STOKVIS NORD AFRIQUE,11.15,11.13,-0.0018,11634.48,1026.0,2024-05-03
TAQA MOROCCO,1350.0,1381.0,0.023,6976169.0,5055.0,2024-05-03
TGCC S.A,310.0,313.0,0.0097,5343375.4,17095.0,2024-05-03
TIMAR,660.0,660.0,0.0,6600.0,10.0,2024-05-03
TOTALENERGIES MARKETING,1400.0,1400.0,0.0,2941415.0,2101.0,2024-05-03
WAFA ASSURANCE,4200.0,4300.0,0.023799999999999998,3189325.0,751.0,2024-05-03
