Action,Cours_ref,Cours_Cloture,Variation,Volume,Quantite,Date_Rapport
AFMA,1248.0,1248.0,0.0,1248.0,1.0,2024-07-17
AFRIC INDUSTRIES SA,315.0,315.0,0.0,39820.9,125.0,2024-07-17
AFRIQUIA GAZ,4000.0,4000.0,0.0,616000.0,154.0,2024-07-17
AGMA,6825.0,6676.0,-0.0218,6676.0,1.0,2024-07-17
AKDITAL,865.0,882.0,0.0197,145238773.7,166323.0,2024-07-17
ALLIANCES,240.0,246.7,0.0279,5562461.7,22602.0,2024-07-17
ALUMINIUM DU MAROC,1528.0,1529.0,0.0007000000000000001,69499.0,46.0,2024-07-17
ARADEI CAPITAL,523.0,520.3,-0.0052,1569613.9,2988.0,2024-07-17
ATLANTASANAD,130.0,130.0,0.0,1430287.3,10998.0,2024-07-17
ATTIJARIWAFA BANK,515.0,523.0,0.0155,99200854.6,191166.0,2024-07-17
AUTO HALL,69.85,69.0,-0.012199999999999999,993582.74,14331.0,2024-07-17
BCP,306.0,310.0,0.0131,23200312.15,75518.0,2024-07-17
BMCI,609.0,643.6,0.056799999999999996,290091.7,452.0,2024-07-17
CARTIER SAADA,31.0,30.22,-0.0252,2202.9,73.0,2024-07-17
CDM,905.0,880.0,-0.0276,1320000.0,1500.0,2024-07-17
CFG BANK,165.0,166.0,0.0060999999999999995,4293241.05,25943.0,2024-07-17
CIH,378.0,389.0,0.0291,21223879.0,55381.0,2024-07-17
CIMENTS DU MAROC,1756.0,1762.0,0.0034000000000000002,4589985.0,2605.0,2024-07-17
COLORADO,51.3,51.0,-0.0058,50608.76,982.0,2024-07-17
COSUMAR,192.9,191.5,-0.0073,4499962.05,23354.0,2024-07-17
CTM,675.0,672.0,-0.0044,672.0,1.0,2024-07-17
DELTA HOLDING,47.99,47.94,-0.001,171113.78,3712.0,2024-07-17
DISTY TECHNOLOGIES,238.5,236.0,-0.0105,95733.4,402.0,2024-07-17
DISWAY,672.0,672.0,0.0,174286.3,258.0,2024-07-17
DOUJA PROM ADDOHA,29.16,29.32,0.0055000000000000005,15717500.88,534187.0,2024-07-17
ENNAKL,32.2,33.54,0.0416,4925.04,151.0,2024-07-17
EQDOM,1077.0,1149.0,0.0669,2298.0,2.0,2024-07-17
FENIE BROSSETTE,98.0,99.9,0.0194,65077.26,664.0,2024-07-17
HPS,518.2,518.0,-0.0004,1247726.5,2401.0,2024-07-17
IMMORENTE INVEST,93.0,92.99,-0.0001,31988.56,344.0,2024-07-17
INVOLYS,85.0,85.0,0.0,3315.0,39.0,2024-07-17
ITISSALAT AL-MAGHRIB,91.5,92.0,0.0055000000000000005,12102883.0,132210.0,2024-07-17
JET CONTRACTORS,609.0,613.0,0.0066,983416.2,1610.0,2024-07-17
LABEL VIE,4300.0,4400.0,0.0233,62893520.0,14617.0,2024-07-17
LESIEUR CRISTAL,276.0,275.0,-0.0036,819225.0,2979.0,2024-07-17
LafargeHolcim Maroc,1949.0,1930.0,-0.0097,3772365.0,1955.0,2024-07-17
MANAGEM,2500.0,2510.0,0.004,1409301.0,564.0,2024-07-17
MED PAPER,18.78,18.7,-0.0043,16970.4,904.0,2024-07-17
MICRODATA,640.0,643.0,0.004699999999999999,5787.0,9.0,2024-07-17
MINIERE TOUISSIT,1328.0,1400.0,0.0542,4375426.0,3147.0,2024-07-17
MUTANDIS SCA,263.6,263.0,-0.0023,82583.0,314.0,2024-07-17
REBAB COMPANY,70.0,70.0,0.0,7000.0,100.0,2024-07-17
RESIDENCES DAR SAADA,76.31,77.11,0.0105,11707598.47,150698.0,2024-07-17
RISMA,249.0,243.0,-0.0241,967781.0,3968.0,2024-07-17
S.M MONETIQUE,176.0,176.0,0.0,33440.0,190.0,2024-07-17
SALAFIN,582.8,581.0,-0.0031,8108.2,14.0,2024-07-17
SANLAM MAROC,1949.0,1930.0,-0.0097,1930000.0,1000.0,2024-07-17
SMI,2349.0,2390.0,0.0175,136428.0,58.0,2024-07-17
SNEP,525.0,510.0,-0.0286,387076.3,755.0,2024-07-17
SOCIETE DES BOISSONS DU M,2549.0,2549.0,0.0,10097.0,4.0,2024-07-17
SODEP-Marsa Maroc,338.0,360.0,0.06509999999999999,35714274.25,100170.0,2024-07-17
SONASID,875.0,890.0,0.0171,1175713.8,1343.0,2024-07-17
STOKVIS NORD AFRIQUE,10.9,11.0,0.0092,46883.88,4265.0,2024-07-17
STROC INDUSTRIE,30.99,31.59,0.0194,606.95,20.0,2024-07-17
TAQA MOROCCO,1320.0,1300.0,-0.0152,340002.0,261.0,2024-07-17
WAFA ASSURANCE,4040.0,4040.0,0.0,48480.0,12.0,2024-07-17
ZELLIDJA S.A,76.0,79.0,0.0395,2.0,33.0,2024-07-17
