Action,Cours_ref,Cours_Cloture,Variation,Volume,Quantite,Date_Rapport
AFMA,1210.0,1210.0,0.0,1210.0,1.0,2024-01-25
AFRIC INDUSTRIES SA,320.1,321.0,0.0028000000000000004,37878.0,118.0,2024-01-25
AFRIQUIA GAZ,4000.0,4000.0,0.0,12728043.0,3182.0,2024-01-25
AGMA,6889.0,6889.0,0.0,6889.0,1.0,2024-01-25
AKDITAL,560.0,568.0,0.0143,3054703.1,5401.0,2024-01-25
ALLIANCES,156.0,155.0,-0.0064,8644185.95,55838.0,2024-01-25
ALUMINIUM DU MAROC,1340.0,1365.0,0.0187,1263645.0,943.0,2024-01-25
ARADEI CAPITAL,475.0,469.95,-0.0106,200530.55,429.0,2024-01-25
ATLANTASANAD,124.4,125.3,0.0072,122140.95,977.0,2024-01-25
ATTIJARIWAFA BANK,485.0,485.0,0.0,12909978.5,26664.0,2024-01-25
AUTO HALL,67.5,68.0,0.0074,236107.95,3478.0,2024-01-25
BANK OF AFRICA,193.5,193.0,-0.0026,616931.9,3195.0,2024-01-25
BCP,294.0,293.35,-0.0022,19399503.05,65997.0,2024-01-25
CARTIER SAADA,22.79,21.85,-0.0412,9138.1,412.0,2024-01-25
CFG BANK,154.5,153.0,-0.0097,744392.85,4857.0,2024-01-25
CIH,335.95,337.45,0.0045000000000000005,204964.55,615.0,2024-01-25
CIMENTS DU MAROC,1720.0,1749.0,0.0169,733878.0,422.0,2024-01-25
COLORADO,45.99,45.9,-0.002,107289.85,2373.0,2024-01-25
COSUMAR,195.0,188.0,-0.0359,2957467.25,15539.0,2024-01-25
DELTA HOLDING,37.39,37.35,-0.0011,546278.25,15069.0,2024-01-25
DISTY TECHNOLOGIES,199.0,200.0,0.005,4023602.05,20113.0,2024-01-25
DOUJA PROM ADDOHA,16.64,16.4,-0.0144,6091198.0,373953.0,2024-01-25
ENNAKL,31.9,32.6,0.0219,40063.35,1235.0,2024-01-25
FENIE BROSSETTE,92.89,90.18,-0.0292,24428.92,271.0,2024-01-25
HPS,611.3,611.4,0.0002,6114.0,10.0,2024-01-25
IMMORENTE INVEST,94.51,94.0,-0.0054,3138564.57,33377.0,2024-01-25
ITISSALAT AL-MAGHRIB,104.5,104.25,-0.0024,11426421.6,109665.0,2024-01-25
JET CONTRACTORS,317.05,317.0,-0.0002,1824225.15,5759.0,2024-01-25
LABEL VIE,4349.0,4370.0,0.0048,9815224.0,2246.0,2024-01-25
LafargeHolcim Maroc,2045.0,2045.0,0.0,286300.0,140.0,2024-01-25
MAGHREB OXYGENE,232.15,220.0,-0.052300000000000006,2200.0,10.0,2024-01-25
MANAGEM,1820.0,1825.0,0.0027,127849.0,70.0,2024-01-25
MAROC LEASING,380.0,357.25,-0.0599,714.5,2.0,2024-01-25
MED PAPER,19.0,19.36,0.0189,5577.22,288.0,2024-01-25
MICRODATA,652.0,650.0,-0.0031,855548.0,1316.0,2024-01-25
MINIERE TOUISSIT,1000.0,1000.0,0.0,3697177.0,3694.0,2024-01-25
MUTANDIS SCA,273.0,268.0,-0.0183,2091521.7,7782.0,2024-01-25
REALISATIONS MECANIQUES,105.0,111.0,0.0571,111.0,1.0,2024-01-25
RESIDENCES DAR SAADA,28.35,28.3,-0.0018,1697791.64,59746.0,2024-01-25
RISMA,203.6,204.0,0.002,231224.85,1140.0,2024-01-25
S.M MONETIQUE,180.0,180.15,0.0008,1621.35,9.0,2024-01-25
SALAFIN,586.2,580.0,-0.0106,12465.0,21.0,2024-01-25
SNEP,496.0,490.05,-0.012,289588.95,587.0,2024-01-25
SOTHEMA,1051.0,1050.0,-0.001,220500.0,210.0,2024-01-25
STOKVIS NORD AFRIQUE,10.8,10.85,0.0046,128.8,12.0,2024-01-25
TAQA MOROCCO,1251.0,1250.0,-0.0008,250000.0,200.0,2024-01-25
TGCC S.A,217.8,217.2,-0.0028000000000000004,1201713.6,5519.0,2024-01-25
TOTALENERGIES MARKETING,1228.0,1228.0,0.0,447735.0,370.0,2024-01-25
