Action,Cours_ref,Cours_Cloture,Variation,Volume,Quantite,Date_Rapport
AFMA,1207.0,1180.0,-0.022400000000000003,63828.0,54.0,2024-10-07
AFRIC INDUSTRIES SA,315.7,305.0,-0.0339,531763.55,1735.0,2024-10-07
AKDITAL,1027.0,1005.0,-0.021400000000000002,24317078.0,24118.0,2024-10-07
ALLIANCES,297.0,296.0,-0.0034000000000000002,13911047.5,46902.0,2024-10-07
ALUMINIUM DU MAROC,1380.0,1390.0,0.0072,75039.0,54.0,2024-10-07
ARADEI CAPITAL,518.0,507.0,-0.0212,221074.0,433.0,2024-10-07
ATLANTASANAD,130.2,130.3,0.0008,75630.0,581.0,2024-10-07
ATTIJARIWAFA BANK,538.0,530.0,-0.0149,24442357.8,45790.0,2024-10-07
AUTO HALL,70.01,70.71,0.01,44972.19,632.0,2024-10-07
BALIMA,218.35,230.0,0.053399999999999996,3450.0,15.0,2024-10-07
BANK OF AFRICA,193.0,192.0,-0.0052,39887.5,208.0,2024-10-07
BCP,290.0,287.9,-0.0072,2109826.2,7306.0,2024-10-07
BMCI,557.0,600.0,0.07719999999999999,4799.4,8.0,2024-10-07
CARTIER SAADA,36.69,36.5,-0.0052,28357.87,782.0,2024-10-07
CFG BANK,188.5,189.5,0.0053,1603366.95,8492.0,2024-10-07
CIMENTS DU MAROC,1799.0,1796.0,-0.0017000000000000001,2861588.0,1604.0,2024-10-07
COLORADO,52.0,51.2,-0.0154,27044.91,523.0,2024-10-07
COSUMAR,189.0,197.0,0.042300000000000004,7239555.1,37099.0,2024-10-07
CTM,640.0,621.0,-0.0297,6210.0,10.0,2024-10-07
DELTA HOLDING,54.5,56.0,0.0275,2113876.63,38649.0,2024-10-07
DISTY TECHNOLOGIES,226.4,226.0,-0.0018,667514.2,2964.0,2024-10-07
DISWAY,670.0,662.0,-0.011899999999999999,59954.0,91.0,2024-10-07
DOUJA PROM ADDOHA,36.3,36.0,-0.0083,6745737.52,186568.0,2024-10-07
ENNAKL,33.52,33.5,-0.0006,31661.0,945.0,2024-10-07
FENIE BROSSETTE,105.1,106.5,0.013300000000000001,14590.5,137.0,2024-10-07
HPS,590.0,590.0,0.0,2774235.8,4701.0,2024-10-07
IMMORENTE INVEST,91.99,91.1,-0.0097,579246.97,6389.0,2024-10-07
INVOLYS,103.0,101.85,-0.011200000000000002,4150.65,42.0,2024-10-07
ITISSALAT AL-MAGHRIB,92.7,92.0,-0.0076,3499903.62,38011.0,2024-10-07
JET CONTRACTORS,1165.0,1205.0,0.034300000000000004,29963475.0,24204.0,2024-10-07
LABEL VIE,4400.0,4479.0,0.018000000000000002,213093.0,48.0,2024-10-07
LESIEUR CRISTAL,275.0,275.0,0.0,550.0,2.0,2024-10-07
LafargeHolcim Maroc,1851.0,1851.0,0.0,1532601.0,828.0,2024-10-07
MANAGEM,2700.0,2700.0,0.0,1404589.0,520.0,2024-10-07
MED PAPER,21.5,21.0,-0.0233,16566.5,799.0,2024-10-07
MICRODATA,640.0,653.0,0.0203,37934.2,59.0,2024-10-07
MINIERE TOUISSIT,1630.0,1582.0,-0.0294,74567.0,47.0,2024-10-07
MUTANDIS SCA,300.05,300.0,-0.0002,187694.4,627.0,2024-10-07
PROMOPHARM S.A.,1080.0,1016.0,-0.0593,2032.0,2.0,2024-10-07
REALISATIONS MECANIQUES,464.95,444.0,-0.0451,26933.6,61.0,2024-10-07
RESIDENCES DAR SAADA,80.0,79.6,-0.005,7134899.96,89707.0,2024-10-07
RISMA,222.0,216.0,-0.027000000000000003,40888.2,189.0,2024-10-07
S.M MONETIQUE,231.0,220.0,-0.047599999999999996,5645.2,26.0,2024-10-07
SANLAM MAROC,1855.0,1855.0,0.0,76055.0,41.0,2024-10-07
SMI,2200.0,2200.0,0.0,187114.0,85.0,2024-10-07
SNEP,470.0,470.0,0.0,167890.0,359.0,2024-10-07
SOCIETE DES BOISSONS DU M,2400.0,2450.0,0.0208,85051.0,35.0,2024-10-07
SODEP-Marsa Maroc,442.0,440.0,-0.0045000000000000005,18234606.8,41132.0,2024-10-07
SONASID,821.1,830.0,0.0108,23000.0,28.0,2024-10-07
SOTHEMA,912.0,925.0,0.0143,10443.1,11.0,2024-10-07
STOKVIS NORD AFRIQUE,15.66,15.99,0.021099999999999997,30440.64,1926.0,2024-10-07
STROC INDUSTRIE,56.7,57.98,0.0226,1159.6,20.0,2024-10-07
TAQA MOROCCO,1490.0,1580.0,0.0604,35968860.0,23354.0,2024-10-07
TGCC S.A,403.0,403.0,0.0,21496290.0,52263.0,2024-10-07
TOTALENERGIES MARKETING,1595.0,1630.0,0.0219,265705.00456,166.0,2024-10-07
WAFA ASSURANCE,4479.0,4479.0,0.0,858.0,102.0,2024-10-07
ZELLIDJA S.A,132.0,126.0,-0.0455,378.0,3.0,2024-10-07
