Action,Cours_ref,Cours_Cloture,Variation,Volume,Quantite,Date_Rapport
AFMA,1205.0,1204.0,-0.0008,1204.0,1.0,2024-03-22
AFRIC INDUSTRIES SA,319.05,320.0,0.003,34595.0,108.0,2024-03-22
AFRIQUIA GAZ,4050.0,4150.0,0.024700000000000003,830000.0,200.0,2024-03-22
AGMA,6700.0,6700.0,0.0,20100.0,3.0,2024-03-22
AKDITAL,677.0,680.0,0.0044,8387210.2,12355.0,2024-03-22
ALLIANCES,189.0,191.0,0.0106,6433494.7,33720.0,2024-03-22
ARADEI CAPITAL,505.0,505.0,0.0,2735914.1,5411.0,2024-03-22
ATLANTASANAD,123.0,123.0,0.0,169949.55,1380.0,2024-03-22
ATTIJARIWAFA BANK,504.6,504.7,0.0002,15272520.3,30239.0,2024-03-22
AUTO HALL,63.6,63.0,-0.009399999999999999,5966689.09,96114.0,2024-03-22
BANK OF AFRICA,196.0,198.0,0.0102,131540.4,678.0,2024-03-22
BCP,295.0,292.0,-0.0102,3643005.0,12476.0,2024-03-22
BMCI,565.0,570.0,0.0088,1437540.0,2522.0,2024-03-22
CARTIER SAADA,22.57,23.4,0.0368,936.0,40.0,2024-03-22
CDM,880.0,879.0,-0.0011,3516000.0,4000.0,2024-03-22
CFG BANK,155.1,154.5,-0.0039000000000000003,7369442.55,47692.0,2024-03-22
CIMENTS DU MAROC,1735.0,1715.0,-0.0115,4282637.0,2496.0,2024-03-22
COSUMAR,193.0,196.0,0.0155,4525629.0,23293.0,2024-03-22
CTM,598.0,590.0,-0.0134,1178.8,2.0,2024-03-22
DELTA HOLDING,38.95,38.8,-0.0039000000000000003,52097.9,1340.0,2024-03-22
DISTY TECHNOLOGIES,229.0,231.5,0.0109,353702.05,1534.0,2024-03-22
DISWAY,729.7,730.0,0.0004,259136.6,355.0,2024-03-22
DOUJA PROM ADDOHA,21.23,21.5,0.0127,15587723.57,722011.0,2024-03-22
EQDOM,1160.0,1160.0,0.0,16289275.0,14044.0,2024-03-22
FENIE BROSSETTE,87.5,87.48,-0.0002,13888.03,163.0,2024-03-22
HPS,585.0,590.0,0.0085,638743.8,1083.0,2024-03-22
IB MAROC.COM,21.3,21.0,-0.0141,42.0,2.0,2024-03-22
IMMORENTE INVEST,95.0,93.3,-0.0179,126325.0,1353.0,2024-03-22
INVOLYS,86.0,86.0,0.0,23443.0,280.0,2024-03-22
ITISSALAT AL-MAGHRIB,101.2,100.7,-0.0049,9554400.75,94579.0,2024-03-22
JET CONTRACTORS,374.0,374.9,0.0024,977399.0,2634.0,2024-03-22
LABEL VIE,4699.0,4640.0,-0.0126,241380.0,52.0,2024-03-22
LafargeHolcim Maroc,1989.0,1990.0,0.0005,5543579.0,2785.0,2024-03-22
MANAGEM,1751.0,1750.0,-0.0006,3208165.0,1833.0,2024-03-22
MED PAPER,19.07,19.1,0.0016,15394.1,807.0,2024-03-22
MICRODATA,650.0,668.0,0.0277,11970.0,18.0,2024-03-22
MINIERE TOUISSIT,1282.0,1285.0,0.0023,1171625.0,907.0,2024-03-22
MUTANDIS SCA,261.1,265.0,0.0149,26423.0,100.0,2024-03-22
RESIDENCES DAR SAADA,36.0,36.5,0.0139,2609098.54,71565.0,2024-03-22
RISMA,227.95,228.0,0.0002,1722280.95,7587.0,2024-03-22
SALAFIN,584.9,590.0,0.0087,37760.0,64.0,2024-03-22
SMI,1586.0,1570.0,-0.0101,333401.0,211.0,2024-03-22
SNEP,479.0,498.0,0.0397,19140536.25,39771.0,2024-03-22
SODEP-Marsa Maroc,283.8,280.0,-0.0134,4279922.0,15264.0,2024-03-22
SONASID,723.0,728.0,0.0069,569802.7,786.0,2024-03-22
SOTHEMA,1039.0,1037.0,-0.0019,414800.0,400.0,2024-03-22
STOKVIS NORD AFRIQUE,10.49,10.48,-0.001,24408.58,2325.0,2024-03-22
STROC INDUSTRIE,29.0,27.07,-0.0666,5414.0,200.0,2024-03-22
TAQA MOROCCO,1207.0,1215.0,0.0066,486000.0,400.0,2024-03-22
TGCC S.A,235.9,236.0,0.0004,2773667.3,11753.0,2024-03-22
