Action,Cours_ref,Cours_Cloture,Variation,Volume,Quantite,Date_Rapport
AFMA,1134.0,1135.0,0.0009,1135.0,1.0,2025-02-27
AFRIC INDUSTRIES SA,304.0,303.0,-0.0033,146489.25,483.0,2025-02-27
AFRIQUIA GAZ,4500.0,4500.0,0.0,306970.0,68.0,2025-02-27
AKDITAL,1226.0,1210.0,-0.0131,20935094.0,17065.0,2025-02-27
ALLIANCES,605.0,590.0,-0.0248,33895288.0,56591.0,2025-02-27
ALUMINIUM DU MAROC,1529.0,1544.0,0.0098,7716.0,5.0,2025-02-27
ARADEI CAPITAL,478.0,478.9,0.0019,1508053.3,3155.0,2025-02-27
ATLANTASANAD,156.9,153.2,-0.0236,415026.45,2708.0,2025-02-27
ATTIJARIWAFA BANK,660.0,655.0,-0.0076,14486297.6,21980.0,2025-02-27
AUTO HALL,73.0,73.69,0.0095,857287.03,11734.0,2025-02-27
BANK OF AFRICA,200.0,200.0,0.0,62222.25,311.0,2025-02-27
BCP,284.0,283.0,-0.0034999999999999996,2630304.05,9292.0,2025-02-27
BMCI,642.0,628.0,-0.0218,630788.0,1004.0,2025-02-27
CARTIER SAADA,34.38,33.5,-0.0256,49473.28,1468.0,2025-02-27
CDM,1179.0,1160.0,-0.0161,2467962.0,2137.0,2025-02-27
CFG BANK,238.9,236.0,-0.0121,3380253.8,14269.0,2025-02-27
CIH,458.0,461.0,0.0066,7062802.4,15319.0,2025-02-27
CIMENTS DU MAROC,1910.0,1900.0,-0.0052,5101940.0,2685.0,2025-02-27
COLORADO,59.0,58.7,-0.0051,65427.66,1109.0,2025-02-27
COSUMAR,207.45,205.0,-0.0118,8106222.6,39481.0,2025-02-27
CTM,1170.0,1117.0,-0.0453,207424.0,183.0,2025-02-27
DELTA HOLDING,67.99,66.51,-0.0218,265948.9,3938.0,2025-02-27
DISTY TECHNOLOGIES,298.85,290.2,-0.028900000000000002,180577.9,610.0,2025-02-27
DISWAY,720.0,719.0,-0.0014000000000000002,6397.4,9.0,2025-02-27
DOUJA PROM ADDOHA,44.3,43.5,-0.0181,31697539.74,714791.0,2025-02-27
ENNAKL,33.0,32.67,-0.01,7373.56,226.0,2025-02-27
EQDOM,1056.0,1053.0,-0.0028000000000000004,447948.0,425.0,2025-02-27
FENIE BROSSETTE,178.0,190.0,0.0674,5625674.1,29632.0,2025-02-27
HPS,640.0,625.0,-0.023399999999999997,911867.6,1443.0,2025-02-27
IB MAROC.COM,39.57,39.5,-0.0018,6565.35,166.0,2025-02-27
IMMORENTE INVEST,92.0,91.29,-0.0077,490428.57,5373.0,2025-02-27
INVOLYS,100.0,99.1,-0.009000000000000001,9915.0,100.0,2025-02-27
ITISSALAT AL-MAGHRIB,116.0,112.5,-0.0302,18057183.45,159023.0,2025-02-27
JET CONTRACTORS,2698.0,2550.0,-0.054900000000000004,20783718.0,7920.0,2025-02-27
LABEL VIE,4133.0,4200.0,0.016200000000000003,3832286.0,936.0,2025-02-27
LESIEUR CRISTAL,273.0,267.0,-0.022000000000000002,45679.05,171.0,2025-02-27
LafargeHolcim Maroc,1916.0,1926.0,0.0052,164473.0,85.0,2025-02-27
M2M Group,521.1,539.5,0.0353,9759.4,18.0,2025-02-27
MAGHREB OXYGENE,440.0,440.0,0.0,27280.0,62.0,2025-02-27
MANAGEM,3830.0,3900.0,0.0183,2255320.0,584.0,2025-02-27
MED PAPER,22.69,22.78,0.004,79729.31,3540.0,2025-02-27
MINIERE TOUISSIT,1710.0,1750.0,0.023399999999999997,201885.0,115.0,2025-02-27
MUTANDIS SCA,329.0,308.0,-0.0638,8189733.9,26371.0,2025-02-27
OULMES,1295.0,1223.0,-0.0556,1223.0,1.0,2025-02-27
REALISATIONS MECANIQUES,415.0,412.0,-0.0072,12461.65,30.0,2025-02-27
REBAB COMPANY,92.0,92.0,0.0,92.0,1125864.0,2025-02-27
RESIDENCES DAR SAADA,126.3,124.0,-0.0182,15624043.75,936.0,2025-02-27
RISMA,309.9,295.0,-0.0481,1764850.8,5.0,2025-02-27
S.M MONETIQUE,429.0,411.5,-0.0408,39515.4,95.0,2025-02-27
SMI,521.0,269.0,-0.1,1220722.0,538.0,2025-02-27
SNEP,622.0,600.0,-0.0354,2016714.1,3337.0,2025-02-27
SODEP-Marsa Maroc,742.5,739.9,-0.0034999999999999996,50089463.1,66750.0,2025-02-27
SONASID,1529.0,1468.0,-0.039900000000000005,1295522.0,873393.0,2025-02-27
STOKVIS NORD AFRIQUE,18.11,19.0,0.049100000000000005,363144.46,19587.0,2025-02-27
STROC INDUSTRIE,45.5,44.5,-0.022000000000000002,6985.0,160.0,2025-02-27
TGCC S.A,700.0,695.0,-0.0070999999999999995,55553126.5,79268.0,2025-02-27
TOTALENERGIES MARKETING,1639.0,1625.0,-0.0085,4864.0,3.0,2025-02-27
WAFA ASSURANCE,4490.0,4500.0,0.0022,9147800.0,2054.0,2025-02-27
