Action,Cours_ref,Cours_Cloture,Variation,Volume,Quantite,Date_Rapport
AFMA,1091.0,1111.0,0.0183,185029.0,168.0,2025-01-13
AFRIC INDUSTRIES SA,300.0,299.0,-0.0033,319120.0,1067.0,2025-01-13
AFRIQUIA GAZ,3760.0,3761.0,0.0003,142997.0,38.0,2025-01-13
AKDITAL,1139.0,1156.0,0.0149,4104669.0,3529.0,2025-01-13
ALLIANCES,518.0,519.0,0.0019,9058640.0,17402.0,2025-01-13
ALUMINIUM DU MAROC,1429.0,1400.0,-0.0203,329796.0,234.0,2025-01-13
ARADEI CAPITAL,478.0,475.0,-0.0063,8360091.55,17594.0,2025-01-13
ATLANTASANAD,133.0,132.0,-0.0075,7952098.35,60243.0,2025-01-13
ATTIJARIWAFA BANK,620.0,620.0,0.0,10726845.5,17323.0,2025-01-13
AUTO HALL,67.0,67.0,0.0,129772.95,1936.0,2025-01-13
BALIMA,220.0,220.0,0.0,2640.0,12.0,2025-01-13
BANK OF AFRICA,213.65,214.85,0.005600000000000001,7043491.65,33199.0,2025-01-13
BCP,289.95,288.0,-0.0067,1789969.35,6200.0,2025-01-13
BMCI,659.9,665.0,0.0077,252004.5,385.0,2025-01-13
CARTIER SAADA,35.7,35.0,-0.0196,77077.6,2159.0,2025-01-13
CDM,1044.0,1050.0,0.005699999999999999,4243219.0,4101.0,2025-01-13
CFG BANK,230.5,235.0,0.0195,2333995.7,9932.0,2025-01-13
CIH,409.0,409.0,0.0,9018.0,22.0,2025-01-13
CIMENTS DU MAROC,1936.0,1970.0,0.0176,6710012.0,3477.0,2025-01-13
CMGP GROUP,346.0,351.05,0.0146,20720041.05,59984.0,2025-01-13
COSUMAR,199.0,208.0,0.0452,38450101.0,187161.0,2025-01-13
CTM,1180.0,1172.0,-0.0068000000000000005,368415.0,313.0,2025-01-13
DELTA HOLDING,67.0,68.0,0.0149,247844.75,3712.0,2025-01-13
DISTY TECHNOLOGIES,308.0,307.95,-0.0002,148251.1,484.0,2025-01-13
DISWAY,650.0,638.0,-0.018500000000000003,274075.0,429.0,2025-01-13
DOUJA PROM ADDOHA,45.51,45.0,-0.011200000000000002,7837183.33,173191.0,2025-01-13
ENNAKL,35.0,35.5,0.0143,1092.5,32.0,2025-01-13
FENIE BROSSETTE,132.0,138.0,0.0455,1213318.35,8945.0,2025-01-13
HPS,679.7,677.9,-0.0026,1351021.7,1984.0,2025-01-13
IMMORENTE INVEST,89.8,89.71,-0.001,556606.77,6200.0,2025-01-13
INVOLYS,101.0,100.8,-0.002,20608.23,207.0,2025-01-13
ITISSALAT AL-MAGHRIB,89.55,89.35,-0.0022,8425268.04,94174.0,2025-01-13
JET CONTRACTORS,2200.0,2200.0,0.0,3160654.0,1440.0,2025-01-13
LABEL VIE,4249.0,4235.0,-0.0033,889350.0,210.0,2025-01-13
LESIEUR CRISTAL,275.1,290.0,0.0542,28469.9,101.0,2025-01-13
LafargeHolcim Maroc,2038.0,2041.0,0.0015,20628384.0,10062.0,2025-01-13
M2M Group,517.1,520.0,0.005600000000000001,452410.0,870.0,2025-01-13
MAGHREB OXYGENE,273.0,265.0,-0.029300000000000003,1886.95,7.0,2025-01-13
MAGHREBAIL,910.0,910.0,0.0,182000.0,200.0,2025-01-13
MANAGEM,3360.0,3400.0,0.011899999999999999,403632.0,120.0,2025-01-13
MED PAPER,22.8,22.25,-0.0241,346349.52,16581.0,2025-01-13
MICRODATA,685.0,652.1,-0.048,226538.6,342.0,2025-01-13
MINIERE TOUISSIT,1697.0,1697.0,0.0,10042.0,6.0,2025-01-13
MUTANDIS SCA,320.1,316.0,-0.0128,1826063.0,5722.0,2025-01-13
REALISATIONS MECANIQUES,403.0,418.0,0.037200000000000004,30440.0,75.0,2025-01-13
RISMA,237.0,235.0,-0.0084,124883.75,529.0,2025-01-13
SALAFIN,600.0,599.5,-0.0008,89925.0,150.0,2025-01-13
STOKVIS NORD AFRIQUE,17.19,17.19,0.0,24999.84,1477.0,2025-01-13
STROC INDUSTRIE,46.55,49.39,0.061,8196.94,170.0,2025-01-13
TGCC S.A,1530.0,1430.0,0.0,4702961.9,9022.0,2025-01-13
WAFA ASSURANCE,4590.0,4590.0,0.0,998.0,218.0,2025-01-13
