Action,Cours_ref,Cours_Cloture,Variation,Volume,Quantite,Date_Rapport
AFMA,1120.0,1125.0,0.0045000000000000005,16875.0,15.0,2025-02-05
AFRIC INDUSTRIES SA,310.0,305.0,-0.0161,80031.0,262.0,2025-02-05
AFRIQUIA GAZ,4200.0,4210.0,0.0024,879963.0,210.0,2025-02-05
AKDITAL,1170.0,1170.0,0.0,10526927.0,8998.0,2025-02-05
ALLIANCES,538.7,538.0,-0.0013,12316581.5,22981.0,2025-02-05
ALUMINIUM DU MAROC,1485.0,1480.0,-0.0034000000000000002,16280.0,11.0,2025-02-05
ARADEI CAPITAL,480.0,477.2,-0.0058,50047722.7,104539.0,2025-02-05
ATLANTASANAD,152.65,152.75,0.0007000000000000001,3344019.75,21789.0,2025-02-05
ATTIJARIWAFA BANK,622.1,625.0,0.004699999999999999,13289548.9,21304.0,2025-02-05
AUTO HALL,73.01,73.5,0.0067,4466837.79,60563.0,2025-02-05
BANK OF AFRICA,204.5,205.0,0.0024,4153370.3,20294.0,2025-02-05
BCP,285.1,285.4,0.0011,31746622.35,111367.0,2025-02-05
BMCI,654.0,640.0,-0.021400000000000002,1177417.1,1840.0,2025-02-05
CARTIER SAADA,34.77,34.0,-0.022099999999999998,154292.14,4570.0,2025-02-05
CDM,1110.0,1110.0,0.0,9610252.0,8670.0,2025-02-05
CFG BANK,240.0,241.9,0.0079,385983.0,1596.0,2025-02-05
CIH,470.0,465.0,-0.0106,244114.9,525.0,2025-02-05
CMGP GROUP,353.9,352.1,-0.0051,10784962.75,30186.0,2025-02-05
COLORADO,59.9,59.79,-0.0018,22815.65,392.0,2025-02-05
COSUMAR,210.0,205.1,-0.0233,582194.7,2834.0,2025-02-05
CTM,1081.0,1096.0,0.0139,112824.0,103.0,2025-02-05
DARI COUSPATE,3600.0,3605.0,0.0014000000000000002,3605.0,1.0,2025-02-05
DELTA HOLDING,70.0,70.88,0.0126,912981.15,12902.0,2025-02-05
DISTY TECHNOLOGIES,303.0,304.9,0.0063,409653.4,1356.0,2025-02-05
DISWAY,692.1,699.0,0.01,18644.0,27.0,2025-02-05
DOUJA PROM ADDOHA,45.0,44.8,-0.0044,4349596.93,97005.0,2025-02-05
ENNAKL,33.99,33.0,-0.0291,540721.36,16300.0,2025-02-05
FENIE BROSSETTE,123.1,125.0,0.0154,363269.6,2956.0,2025-02-05
HPS,655.0,655.5,0.0008,3468545.5,5289.0,2025-02-05
IMMORENTE INVEST,89.9,89.7,-0.0022,368062.8,4113.0,2025-02-05
INVOLYS,101.5,102.0,0.0049,1618.0,16.0,2025-02-05
ITISSALAT AL-MAGHRIB,103.2,101.9,-0.0126,9800679.25,95984.0,2025-02-05
JET CONTRACTORS,2249.0,2240.0,-0.004,1931006.0,863.0,2025-02-05
LABEL VIE,4400.0,4350.0,-0.011399999999999999,435000.0,100.0,2025-02-05
LESIEUR CRISTAL,280.0,284.0,0.0143,308284.0,1101.0,2025-02-05
LafargeHolcim Maroc,2020.0,2005.0,-0.0074,2888990.0,1437.0,2025-02-05
MAGHREB OXYGENE,546.5,582.9,0.0666,728126.5,1258.0,2025-02-05
MAGHREBAIL,915.0,925.0,0.0109,7400.0,8.0,2025-02-05
MANAGEM,3400.0,3400.0,0.0,481195.0,141.0,2025-02-05
MED PAPER,22.3,22.49,0.0085,9283.5,422.0,2025-02-05
MICRODATA,700.0,686.0,-0.02,331618.2,482.0,2025-02-05
MINIERE TOUISSIT,1887.0,1900.0,0.0069,604297.0,319.0,2025-02-05
MUTANDIS SCA,329.95,330.0,0.0002,368627.3,1115.0,2025-02-05
REALISATIONS MECANIQUES,454.0,437.0,-0.0374,1301765.7,2969.0,2025-02-05
REBAB COMPANY,98.0,101.0,0.030600000000000002,6060.0,60.0,2025-02-05
RESIDENCES DAR SAADA,113.1,115.0,0.0168,9804016.85,85267.0,2025-02-05
RISMA,280.0,280.1,0.0004,1717455.1,6132.0,2025-02-05
S.M MONETIQUE,370.0,380.0,0.027000000000000003,2114180.65,5609.0,2025-02-05
SANLAM MAROC,1820.0,1830.0,0.0055000000000000005,18300.0,10.0,2025-02-05
SMI,2330.0,2320.0,-0.0043,1782060.0,756.0,2025-02-05
SNEP,650.0,660.0,0.0154,91800.0,139.0,2025-02-05
SOCIETE DES BOISSONS DU M,2389.0,2350.0,-0.0163,1090400.0,464.0,2025-02-05
SODEP-Marsa Maroc,605.0,602.8,-0.0036,8265830.8,13711.0,2025-02-05
SONASID,1289.0,1270.0,-0.0147,3743647.0,2948.0,2025-02-05
SOTHEMA,974.0,1000.0,0.026699999999999998,6763163.0,6983.0,2025-02-05
STOKVIS NORD AFRIQUE,18.44,18.11,-0.0179,162605.96,8869.0,2025-02-05
STROC INDUSTRIE,44.0,43.95,-0.0011,5679.5,130.0,2025-02-05
TAQA MOROCCO,1420.0,1420.0,0.0,4724340.0,3327.0,2025-02-05
TGCC S.A,561.5,565.0,0.0062,5464865.7,9695.0,2025-02-05
TOTALENERGIES MARKETING,1536.0,1540.0,0.0026,1885938.0,1225.0,2025-02-05
UNIMER,172.0,170.0,-0.0116,170.0,1.0,2025-02-05
WAFA ASSURANCE,4500.0,4500.0,0.0,675000.0,150.0,2025-02-05
ZELLIDJA S.A,146.0,137.25,-0.0599,274.5,2.0,2025-02-05
