Action,Cours_ref,Cours_Cloture,Variation,Volume,Quantite,Date_Rapport
AFRIC INDUSTRIES SA,335.0,328.0,-0.0209,153128.0,462.0,2025-07-23
AFRIQUIA GAZ,4400.0,4400.0,0.0,848988.0,193.0,2025-07-23
AGMA,6300.0,6300.0,0.0,81900.0,13.0,2025-07-23
AKDITAL,1487.0,1472.0,-0.0101,4978357.0,3376.0,2025-07-23
ALLIANCES,479.0,474.0,-0.0104,8807542.2,18729.0,2025-07-23
ALUMINIUM DU MAROC,1900.0,1880.0,-0.0105,9420.0,5.0,2025-07-23
ARADEI CAPITAL,467.0,460.0,-0.015,102569.7,222.0,2025-07-23
ATLANTASANAD,142.9,144.4,0.0105,224422.25,1555.0,2025-07-23
ATTIJARIWAFA BANK,710.9,710.0,-0.0013,18775892.1,26508.0,2025-07-23
AUTO HALL,82.0,84.0,0.024399999999999998,636036.0,7576.0,2025-07-23
AUTO NEJMA,2064.0,2187.0,0.0596,4374.0,2.0,2025-07-23
BANK OF AFRICA,265.9,262.25,-0.0137,480551.45,1810.0,2025-07-23
BCP,331.0,329.9,-0.0033,28155141.1,84731.0,2025-07-23
BMCI,615.0,608.0,-0.011399999999999999,645082.6,1055.0,2025-07-23
CARTIER SAADA,38.0,39.5,0.0395,258512.74,6652.0,2025-07-23
CDM,1030.0,1030.0,0.0,3862107.0,3748.0,2025-07-23
CFG BANK,246.0,248.0,0.008100000000000001,22051198.9,91059.0,2025-07-23
CIH,410.0,415.0,0.012199999999999999,2311870.05,5580.0,2025-07-23
CIMENTS DU MAROC,2099.0,2099.0,0.0,3748190.0,1787.0,2025-07-23
CMGP GROUP,355.0,357.0,0.005600000000000001,4370120.65,12372.0,2025-07-23
COLORADO,61.1,61.0,-0.0016,789367.0,12928.0,2025-07-23
COSUMAR,249.0,244.0,-0.020099999999999996,11703706.0,47772.0,2025-07-23
CTM,900.0,910.0,0.0111,504220.7,560.0,2025-07-23
DELTA HOLDING,81.9,81.5,-0.0049,279118.79,3439.0,2025-07-23
DISTY TECHNOLOGIES,328.0,335.9,0.0241,322862.4,970.0,2025-07-23
DISWAY,722.5,723.8,0.0018,31842.4,44.0,2025-07-23
DOUJA PROM ADDOHA,36.58,36.0,-0.0159,6740129.93,188190.0,2025-07-23
ENNAKL,33.0,33.0,0.0,69957.58,2110.0,2025-07-23
EQDOM,1105.0,1105.0,0.0,1105.0,1.0,2025-07-23
FENIE BROSSETTE,438.8,417.5,-0.048499999999999995,1135173.5,2682.0,2025-07-23
HPS,590.0,587.0,-0.0051,309683.2,525.0,2025-07-23
IB MAROC.COM,72.0,72.0,0.0,25981.0,357.0,2025-07-23
IMMORENTE INVEST,87.0,87.0,0.0,260116.93,2995.0,2025-07-23
INVOLYS,161.85,161.0,-0.0053,32896.7,204.0,2025-07-23
ITISSALAT AL-MAGHRIB,121.85,118.85,-0.0246,9487992.9,79730.0,2025-07-23
JET CONTRACTORS,2165.0,2145.0,-0.0092,1106839.0,517.0,2025-07-23
MAGHREB OXYGENE,402.0,427.0,0.0622,29386.6,69.0,2025-07-23
MANAGEM,5500.0,5500.0,0.0,3068980.0,558.0,2025-07-23
MED PAPER,30.0,29.97,-0.001,227577.97,7581.0,2025-07-23
MICRODATA,972.0,960.0,-0.0123,46171.0,48.0,2025-07-23
MINIERE TOUISSIT,2399.0,2460.0,0.0254,2037.0,831.0,2025-07-23
OULMES,1157.0,1150.0,-0.0060999999999999995,10350.0,9.0,2025-07-23
PROMOPHARM S.A.,1138.0,1090.0,-0.042199999999999994,150420.0,138.0,2025-07-23
REALISATIONS MECANIQUES,517.0,502.1,-0.0288,50294.7,99.0,2025-07-23
REBAB COMPANY,100.0,100.0,0.0,900.0,9.0,2025-07-23
RESIDENCES DAR SAADA,146.45,143.0,-0.0236,7585184.35,52926.0,2025-07-23
RISMA,378.0,374.95,-0.008100000000000001,690974.75,1817.0,2025-07-23
SANLAM MAROC,1905.0,1910.0,0.0026,73424.0,37.0,2025-07-23
SMI,2540.0,2629.0,0.035,2359045.0,912.0,2025-07-23
SOCIETE DES BOISSONS DU M,1968.0,1970.0,0.001,11883.0,6.0,2025-07-23
SODEP-Marsa Maroc,879.0,870.0,-0.0102,9105668.6,10428.0,2025-07-23
SONASID,2500.0,2450.0,-0.02,560430.0,226.0,2025-07-23
SOTHEMA,1721.0,1757.0,0.0209,4894704.0,2824.0,2025-07-23
STOKVIS NORD AFRIQUE,67.85,66.49,-0.02,1273345.06,19054.0,2025-07-23
STROC INDUSTRIE,220.0,212.0,-0.0364,491057.25,2295.0,2025-07-23
TAQA MOROCCO,3000.0,3028.0,0.009300000000000001,2015693.0,671.0,2025-07-23
TGCC S.A,1000.0,980.1,-0.0199,30451981.9,30949.0,2025-07-23
TOTALENERGIES MARKETING,1700.0,1725.0,0.0147,583745.0,34321.0,2025-07-23
ZELLIDJA S.A,294.8,294.0,-0.0027,5.0,20.0,2025-07-23
