Action,Cours_ref,Cours_Cloture,Variation,Volume,Quantite,Date_Rapport
AFRIC INDUSTRIES SA,331.0,337.0,0.0181,105365.3,315.0,2025-11-10
AFRIQUIA GAZ,4189.0,4200.0,0.0026,33428.0,8.0,2025-11-10
AKDITAL,1390.0,1360.0,-0.0216,12977230.0,9539.0,2025-11-10
ALLIANCES,618.1,610.7,-0.012,3044368.1,4989.0,2025-11-10
ALUMINIUM DU MAROC,1867.0,1867.0,0.0,5554.0,3.0,2025-11-10
ARADEI CAPITAL,460.0,460.0,0.0,307627.95,671.0,2025-11-10
ATLANTASANAD,150.0,150.0,0.0,96438.1,643.0,2025-11-10
ATTIJARIWAFA BANK,766.0,745.0,-0.0274,26054863.0,34768.0,2025-11-10
AUTO HALL,95.99,95.52,-0.0049,44724.98,466.0,2025-11-10
BANK OF AFRICA,235.0,236.1,0.004699999999999999,251694.7,1064.0,2025-11-10
BCP,309.0,305.0,-0.0129,8350360.0,27231.0,2025-11-10
CARTIER SAADA,38.78,38.49,-0.0075,35876.73,952.0,2025-11-10
CDM,1025.0,1018.0,-0.0068000000000000005,357327.0,351.0,2025-11-10
CFG BANK,254.9,252.5,-0.009399999999999999,301708.2,1193.0,2025-11-10
CIH,428.4,427.8,-0.0014000000000000002,34224.0,80.0,2025-11-10
CIMENTS DU MAROC,2000.0,2010.0,0.005,207058.0,103.0,2025-11-10
CMGP GROUP,375.0,373.0,-0.0053,1134800.9,3036.0,2025-11-10
COLORADO,88.0,87.0,-0.011399999999999999,189850.06,2179.0,2025-11-10
COSUMAR,210.0,205.95,-0.019299999999999998,3455450.3,16579.0,2025-11-10
CTM,918.0,922.9,0.0053,24490.8,27.0,2025-11-10
DELTA HOLDING,78.2,75.02,-0.0407,4332425.01,57225.0,2025-11-10
DISTY TECHNOLOGIES,375.0,374.0,-0.0027,14247.25,38.0,2025-11-10
DISWAY,915.0,930.0,0.016399999999999998,337566.8,368.0,2025-11-10
DOUJA PROM ADDOHA,39.71,39.22,-0.0123,1269937.28,32225.0,2025-11-10
ENNAKL,59.5,59.0,-0.0084,237755.09,4013.0,2025-11-10
EQDOM,1280.0,1277.0,-0.0023,63404.0,52.0,2025-11-10
FENIE BROSSETTE,449.9,449.0,-0.002,377424.9,850.0,2025-11-10
HPS,545.0,540.0,-0.0092,3392548.0,6286.0,2025-11-10
IB MAROC.COM,80.0,80.0,0.0,4212.52,54.0,2025-11-10
IMMORENTE INVEST,89.97,90.0,0.0003,369133.4,4102.0,2025-11-10
INVOLYS,235.2,242.0,0.028900000000000002,279820.45,1152.0,2025-11-10
ITISSALAT AL-MAGHRIB,115.95,115.0,-0.008199999999999999,10108437.35,87669.0,2025-11-10
JET CONTRACTORS,2629.0,2592.0,-0.0141,1778260.0,690.0,2025-11-10
LABEL VIE,4696.0,4649.0,-0.01,283339.0,61.0,2025-11-10
LESIEUR CRISTAL,295.0,290.0,-0.0169,188799.3,651.0,2025-11-10
LafargeHolcim Maroc,1933.0,1939.0,0.0031,957710.0,494.0,2025-11-10
M2M Group,477.1,470.15,-0.0146,5185.4,11.0,2025-11-10
REALISATIONS MECANIQUES,530.0,525.0,-0.009399999999999999,25962.3,51.0,2025-11-10
REBAB COMPANY,110.0,113.0,0.0273,5424.0,48.0,2025-11-10
RESIDENCES DAR SAADA,174.0,175.65,0.0095,2176370.5,12294.0,2025-11-10
RISMA,419.9,410.9,-0.021400000000000002,195186.4,479.0,2025-11-10
S.M MONETIQUE,610.0,591.1,-0.031,419583.0,709.0,2025-11-10
SALAFIN,575.0,609.0,0.0591,28014.0,46.0,2025-11-10
SNEP,540.0,530.3,-0.018000000000000002,12807.1,24.0,2025-11-10
SOCIETE DES BOISSONS DU,2298.0,2298.0,0.0,91920.0,40.0,2025-11-10
SODEP-Marsa Maroc,979.9,967.0,-0.0132,26251873.0,27093.0,2025-11-10
SONASID,2438.0,2450.0,0.0049,182013.0,75.0,2025-11-10
SOTHEMA,1799.0,1794.0,-0.0028000000000000004,26910.0,15.0,2025-11-10
STOKVIS NORD AFRIQUE,123.6,123.5,-0.0008,845795.65,6861.0,2025-11-10
STROC INDUSTRIE,332.9,325.0,-0.023700000000000002,1222236.45,3720.0,2025-11-10
TGCC S.A,938.0,915.0,-0.0245,24037558.8,26187.0,2025-11-10
WAFA ASSURANCE,498.0,494.5,-0.006999999999999999,8578171.7,17.0,2025-11-10
