Action,Cours_ref,Cours_Cloture,Variation,Volume,Quantite,Date_Rapport
AFMA,1360.0,1354.0,-0.0044,13540.0,10.0,2025-09-18
AFRIC INDUSTRIES SA,333.0,343.0,0.03,79695.15,235.0,2025-09-18
AFRIQUIA GAZ,4459.0,4400.0,-0.0132,30976.0,7.0,2025-09-18
AGMA,6900.0,6899.0,-0.0001,13798.0,2.0,2025-09-18
AKDITAL,1500.0,1530.0,0.02,23276927.0,15254.0,2025-09-18
ALLIANCES,525.0,525.0,0.0,1842725.8,3508.0,2025-09-18
ALUMINIUM DU MAROC,1829.0,1839.0,0.0055000000000000005,77208.0,42.0,2025-09-18
ARADEI CAPITAL,464.0,463.2,-0.0017000000000000001,237603.4,512.0,2025-09-18
ATLANTASANAD,155.8,155.5,-0.0019,338902.9,2198.0,2025-09-18
ATTIJARIWAFA BANK,775.2,777.0,0.0023,72393785.9,93372.0,2025-09-18
AUTO HALL,100.0,100.0,0.0,264278.65,2671.0,2025-09-18
BALIMA,315.0,315.0,0.0,10395.0,33.0,2025-09-18
BANK OF AFRICA,251.05,257.0,0.023700000000000002,890599.45,3471.0,2025-09-18
BMCI,599.9,596.0,-0.006500000000000001,177389.0,300.0,2025-09-18
CARTIER SAADA,39.0,38.8,-0.0051,84576.57,2209.0,2025-09-18
CDM,1039.0,1038.0,-0.001,9439642.0,9183.0,2025-09-18
CFG BANK,257.0,255.0,-0.0078000000000000005,2495399.5,9773.0,2025-09-18
CIH,413.0,421.0,0.0194,17686546.75,42285.0,2025-09-18
CIMENTS DU MAROC,1920.0,1969.0,0.0255,1952897.0,993.0,2025-09-18
CMGP GROUP,400.0,408.0,0.02,16146749.35,39207.0,2025-09-18
COLORADO,97.0,96.5,-0.0052,378774.29,3946.0,2025-09-18
COSUMAR,216.0,220.1,0.019,2077729.35,9431.0,2025-09-18
CTM,976.0,1002.0,0.026600000000000002,67361.0,68.0,2025-09-18
DELTA HOLDING,82.5,82.5,0.0,929639.2,11265.0,2025-09-18
DISTY TECHNOLOGIES,400.0,404.0,0.01,1744789.7,4365.0,2025-09-18
DISWAY,948.0,948.0,0.0,158532.0,168.0,2025-09-18
DOUJA PROM ADDOHA,40.11,40.09,-0.0005,4908229.78,122476.0,2025-09-18
ENNAKL,61.6,61.48,-0.0019,554305.03,9081.0,2025-09-18
EQDOM,1348.0,1337.0,-0.008199999999999999,84231.0,63.0,2025-09-18
FENIE BROSSETTE,473.0,463.0,-0.021099999999999997,1093433.35,2379.0,2025-09-18
HPS,567.1,560.0,-0.0125,655826.6,1163.0,2025-09-18
IB MAROC.COM,73.08,75.0,0.0263,17009.4,229.0,2025-09-18
IMMORENTE INVEST,89.8,89.8,0.0,234994.12,2618.0,2025-09-18
INVOLYS,157.0,157.0,0.0,24761.0,158.0,2025-09-18
ITISSALAT AL-MAGHRIB,120.1,122.4,0.0192,19674345.1,161498.0,2025-09-18
JET CONTRACTORS,2501.0,2539.0,0.0152,7697696.0,3064.0,2025-09-18
LABEL VIE,4720.0,4794.0,0.015700000000000002,19545158.0,4072.0,2025-09-18
LafargeHolcim Maroc,1925.0,1938.0,0.0068000000000000005,10978314.0,5674.0,2025-09-18
MAGHREB OXYGENE,417.0,417.1,,4171.0,10.0,2025-09-18
MED PAPER,32.0,31.25,-0.023399999999999997,86391.5,2754.0,2025-09-18
REALISATIONS MECANIQUES,548.0,539.0,-0.016399999999999998,3243.0,6.0,2025-09-18
RESIDENCES DAR SAADA,185.0,184.0,-0.0054,11667121.0,63302.0,2025-09-18
RISMA,425.0,424.0,-0.0024,2095882.2,4943.0,2025-09-18
S.M MONETIQUE,655.0,645.0,-0.015300000000000001,239043.1,376.0,2025-09-18
SALAFIN,625.0,617.8,-0.0115,22240.8,36.0,2025-09-18
SANLAM MAROC,2060.0,2119.0,0.0286,23214.0,11.0,2025-09-18
SMI,2560.0,2518.0,-0.016399999999999998,48401.0,19.0,2025-09-18
SNEP,620.0,610.0,-0.0161,538497.0,880.0,2025-09-18
SOCIETE DES BOISSONS DU,2199.0,2198.0,-0.0005,35153.0,16.0,2025-09-18
SODEP-Marsa Maroc,970.1,995.0,0.025699999999999997,19229635.3,19490.0,2025-09-18
SONASID,2550.0,2635.0,0.0333,9290754.0,3550.0,2025-09-18
SOTHEMA,1930.0,1928.0,-0.001,437636.0,227.0,2025-09-18
STOKVIS NORD AFRIQUE,130.0,130.1,0.0008,4880479.6,37362.0,2025-09-18
STROC INDUSTRIE,224.5,223.5,-0.0045000000000000005,1884343.3,8679.0,2025-09-18
TAQA MOROCCO,2720.0,700.0,-0.0074,5403.0,2013.0,2025-09-18
WAFA ASSURANCE,5.0,5233.0,0.0085,15703.0,3.0,2025-09-18
