Action,Cours_ref,Cours_Cloture,Variation,Volume,Quantite,Date_Rapport
AFMA,1236.0,1235.0,-0.0008,1235.0,1.0,2025-03-26
AFRIC INDUSTRIES SA,339.0,338.5,-0.0015,3385.0,10.0,2025-03-26
AFRIQUIA GAZ,4425.0,4300.0,-0.0282,2289966.0,532.0,2025-03-26
AKDITAL,1275.0,1240.0,-0.0275,6294020.0,5017.0,2025-03-26
ALLIANCES,559.5,550.0,-0.017,11380628.6,20641.0,2025-03-26
ALUMINIUM DU MAROC,1720.0,1735.0,0.0087,220630.0,127.0,2025-03-26
ARADEI CAPITAL,480.0,490.0,0.0208,444857.8,908.0,2025-03-26
ATLANTASANAD,140.0,138.0,-0.0143,710631.85,5136.0,2025-03-26
ATTIJARIWAFA BANK,693.1,692.0,-0.0016,19742551.2,28453.0,2025-03-26
AUTO HALL,74.3,75.0,0.009399999999999999,1451397.91,19496.0,2025-03-26
BANK OF AFRICA,204.0,198.5,-0.027000000000000003,2452765.25,12313.0,2025-03-26
BCP,281.5,282.0,0.0018,7226815.75,25599.0,2025-03-26
BMCI,597.0,601.2,0.006999999999999999,383295.2,633.0,2025-03-26
CARTIER SAADA,33.89,33.78,-0.0032,12265.36,363.0,2025-03-26
CDM,1132.0,1116.0,-0.0141,561170.0,503.0,2025-03-26
CFG BANK,228.0,223.15,-0.0213,68982908.65,309049.0,2025-03-26
CIMENTS DU MAROC,1905.0,1909.0,0.0021,8132999.0,4260.0,2025-03-26
CMGP GROUP,336.1,339.5,0.0101,6815938.95,20159.0,2025-03-26
COLORADO,62.53,61.0,-0.0245,794460.43,12865.0,2025-03-26
COSUMAR,213.1,214.5,0.0066,4106164.2,19258.0,2025-03-26
CTM,1153.0,1125.0,-0.024300000000000002,102753.0,91.0,2025-03-26
DELTA HOLDING,74.0,78.0,0.0541,2550018.2,32821.0,2025-03-26
DISTY TECHNOLOGIES,331.0,323.1,-0.0239,1465953.55,4490.0,2025-03-26
DISWAY,797.0,790.0,-0.0088,17161.8,22.0,2025-03-26
DOUJA PROM ADDOHA,46.0,46.56,0.012199999999999999,45028468.52,969559.0,2025-03-26
ENNAKL,34.99,34.79,-0.005699999999999999,75804.28,2224.0,2025-03-26
EQDOM,1140.0,1112.0,-0.0246,12653554.0,11122.0,2025-03-26
FENIE BROSSETTE,283.6,273.5,-0.0356,771530.6,2772.0,2025-03-26
HPS,617.0,606.1,-0.0177,10113240.9,16676.0,2025-03-26
IB MAROC.COM,39.51,40.46,0.024,14232.2,362.0,2025-03-26
IMMORENTE INVEST,90.99,90.52,-0.0052,129784.87,1429.0,2025-03-26
INVOLYS,100.0,98.0,-0.02,14752.0,151.0,2025-03-26
ITISSALAT AL-MAGHRIB,116.0,113.55,-0.021099999999999997,15187711.5,133434.0,2025-03-26
JET CONTRACTORS,2640.0,2610.0,-0.011399999999999999,5169872.0,1967.0,2025-03-26
LABEL VIE,4580.0,4529.0,-0.0111,2875915.0,635.0,2025-03-26
LESIEUR CRISTAL,290.0,290.0,0.0,31900.0,110.0,2025-03-26
LafargeHolcim Maroc,1930.0,1920.0,-0.0052,16713996.0,8702.0,2025-03-26
M2M Group,541.9,525.0,-0.031200000000000002,32215.0,61.0,2025-03-26
MAGHREB OXYGENE,452.0,455.0,0.0066,34356.4,75.0,2025-03-26
MAGHREBAIL,940.0,977.0,0.0394,17586.0,18.0,2025-03-26
MANAGEM,5101.0,5200.0,0.0194,5186875.0,1009.0,2025-03-26
MED PAPER,23.0,24.5,0.0652,820882.05,33864.0,2025-03-26
MICRODATA,827.0,825.9,-0.0013,6588.6,8.0,2025-03-26
MINIERE TOUISSIT,1950.0,1950.0,0.0,112904.0,58.0,2025-03-26
MUTANDIS SCA,319.0,317.7,-0.0040999999999999995,520130.95,1648.0,2025-03-26
OULMES,1250.0,1250.0,0.0,1250.0,1.0,2025-03-26
PROMOPHARM S.A.,995.0,970.0,-0.025099999999999997,19400.0,20.0,2025-03-26
REALISATIONS MECANIQUES,420.0,434.95,0.0356,353315.05,824.0,2025-03-26
RESIDENCES DAR SAADA,113.7,112.3,-0.0123,4511208.55,39997.0,2025-03-26
RISMA,320.05,317.0,-0.0095,1245287.0,3971.0,2025-03-26
SALAFIN,611.0,620.0,0.0147,93000.0,150.0,2025-03-26
SANLAM MAROC,1840.0,1825.0,-0.008199999999999999,80393.0,44.0,2025-03-26
SMI,2400.0,2368.0,-0.013300000000000001,1013168.0,433.0,2025-03-26
SNEP,650.0,651.0,0.0015,479489.0,743.0,2025-03-26
SOCIETE DES BOISSONS DU M,2375.0,2249.0,-0.053099999999999994,4246511.0,1868.0,2025-03-26
SODEP-Marsa Maroc,741.0,736.1,-0.0066,5042156.3,6818.0,2025-03-26
STOKVIS NORD AFRIQUE,45.07,49.57,0.0998,9231837.63,186726.0,2025-03-26
STROC INDUSTRIE,59.0,64.89,0.0998,1557355.04,24633.0,2025-03-26
TAQA MOROCCO,2200.0,2150.0,-0.0227,11452924.0,5254.0,2025-03-26
TGCC S.A,710.0,716.0,0.0085,9814969.5,13.0,2025-03-26
UNIMER,172.0,161.7,-0.0599,485.1,3.0,2025-03-26
