Indices,MASI,MASI 20,MASI ESG,MASI Mid and Small Cap,Date_Rapport
Valeur,12126.34,997.19,902.98,1012.42,20231215
Performance journalière,-0.0006,0.0002,-0.0004,0.008199999999999999,20231215
Performance mensuelle,0.029300000000000003,0.0341,0.0398,0.0171,20231215
Performance annuelle,0.13119999999999998,0.163,0.1217,0.2061,20231215
