Indices,MASI,MASI 20,MASI ESG,MASI Mid and Small Cap,Date_Rapport
Valeur,10420.74,838.23,777.13,865.9,20230508
Performance journalière,0.0029,0.0033,0.005600000000000001,0.0032,20230508
Performance mensuelle,-0.009899999999999999,-0.011699999999999999,-0.0159,0.0005,20230508
Performance annuelle,-0.0279,-0.022400000000000003,-0.0347,0.0316,20230508
