Indices,MASI,MASI 20,MASI ESG,MASI Mid and Small Cap,Date_Rapport
Valeur,12237.11,994.83,907.62,1016.02,20231013
Performance journalière,-0.0026,-0.0023,-0.0036,-0.0096,20231013
Performance mensuelle,0.0313,0.0346,0.0349,0.008199999999999999,20231013
Performance annuelle,0.14150000000000001,0.1603,0.1274,0.2104,20231013
