Indices,MASI,MASI 20,MASI ESG,MASI Mid and Small Cap,Date_Rapport
Valeur,10912.72,881.58,816.82,878.26,20230524
Performance journalière,0.0127,0.0139,0.0144,0.0033,20230524
Performance mensuelle,0.0368,0.0394,0.0344,0.0148,20230524
Performance annuelle,0.018000000000000002,0.0282,0.0146,0.0463,20230524
