Indices,MASI,MASI 20,MASI ESG,MASI Mid and Small Cap,Date_Rapport
Valeur,11537.16,934.82,863.63,921.29,20230717
Performance journalière,-0.0008,-0.001,-0.0008,-0.0034000000000000002,20230717
Performance mensuelle,-0.0037,-0.0084,-0.0059,0.0083,20230717
Performance annuelle,0.0762,0.09029999999999999,0.0728,0.09759999999999999,20230717
