Indices,MASI,MASI 20,MASI ESG,MASI Mid and Small Cap,Date_Rapport
Valeur,10746.37,868.55,802.24,880.23,20230518
Performance journalière,-0.0029,-0.0033,-0.0025,-0.0006,20230518
Performance mensuelle,0.021,0.0241,0.0159,0.0171,20230518
Performance annuelle,0.0024,0.013000000000000001,-0.0034999999999999996,0.048600000000000004,20230518
