Indices,MASI,MASI 20,MASI ESG,MASI Mid and Small Cap,Date_Rapport
Valeur,12269.23,997.17,910.91,1025.83,20231012
Performance journalière,-0.0008,-0.0003,-0.0012,-0.005,20231012
Performance mensuelle,0.034,0.037000000000000005,0.0387,0.0179,20231012
Performance annuelle,0.1445,0.163,0.1315,0.22210000000000002,20231012
