Indices,MASI,MASI 20,MASI ESG,MASI Mid and Small Cap,Date_Rapport
Valeur,11778.13,956.49,870.5,1006.42,20230922
Performance journalière,0.0007000000000000001,0.0018,-0.0024,0.003,20230922
Performance mensuelle,-0.0147,-0.0106,-0.0296,0.0385,20230922
Performance annuelle,0.0987,0.1155,0.08130000000000001,0.19899999999999998,20230922
