Indices,MASI,MASI 20,MASI ESG,MASI Mid and Small Cap,Date_Rapport
Valeur,11999.71,983.74,888.01,998.34,20231122
Performance journalière,0.002,0.0033,0.0034999999999999996,-0.0063,20231122
Performance mensuelle,-0.0018,0.005699999999999999,0.0021,-0.0148,20231122
Performance annuelle,0.1193,0.14730000000000001,0.10310000000000001,0.1893,20231122
