Indices,MASI,MASI 20,MASI ESG,MASI Mid and Small Cap,Date_Rapport
Valeur,11865.32,961.59,876.98,1007.75,20230927
Performance journalière,0.001,-0.0003,-0.0001,0.0031,20230927
Performance mensuelle,-0.0074,-0.0054,-0.0223,0.0398,20230927
Performance annuelle,0.10679999999999999,0.1215,0.0894,0.2006,20230927
