Indices,MASI,MASI 20,MASI ESG,MASI Mid and Small Cap,Date_Rapport
Valeur,10410.67,838.55,779.45,859.33,20230503
Performance journalière,-0.002,-0.0024,-0.0053,-0.0018,20230503
Performance mensuelle,-0.0109,-0.0113,-0.0129,-0.0070999999999999995,20230503
Performance annuelle,-0.028900000000000002,-0.022000000000000002,-0.0318,0.023700000000000002,20230503
