Indices,MASI,MASI 20,MASI ESG,MASI Mid and Small Cap,Date_Rapport
Valeur,11988.8,976.11,882.57,1005.4,20231107
Performance journalière,0.001,0.0018,0.0004,-0.0002,20231107
Performance mensuelle,-0.0027,-0.0021,-0.0040999999999999995,-0.0078000000000000005,20231107
Performance annuelle,0.1183,0.1384,0.09630000000000001,0.1978,20231107
