Indices,MASI,MASI 20,MASI ESG,MASI Mid and Small Cap,Date_Rapport
Valeur,12103.96,992.34,899.41,985.15,20231227
Performance journalière,0.0015,0.0023,0.0023,-0.006999999999999999,20231227
Performance mensuelle,0.0274,0.0291,0.035699999999999996,-0.0103,20231227
Performance annuelle,0.1291,0.1573,0.11720000000000001,0.1736,20231227
