Indices,MASI,MASI 20,MASI ESG,MASI Mid and Small Cap,Date_Rapport
Valeur,11895.49,970.52,876.89,1003.1,20231115
Performance journalière,-0.006500000000000001,-0.0072,-0.0072,-0.0073,20231115
Performance mensuelle,-0.0105,-0.0078000000000000005,-0.0105,-0.0101,20231115
Performance annuelle,0.1096,0.1319,0.08929999999999999,0.195,20231115
