Indices,MASI,MASI 20,MASI ESG,MASI Mid and Small Cap,Date_Rapport
Valeur,12147.19,995.83,902.55,1002.56,20231225
Performance journalière,-0.0029,-0.003,-0.0015,-0.0014000000000000002,20231225
Performance mensuelle,0.031,0.0327,0.0393,0.0072,20231225
Performance annuelle,0.1331,0.16140000000000002,0.1211,0.19440000000000002,20231225
