Indices,MASI,MASI 20,MASI ESG,MASI Mid and Small Cap,Date_Rapport
Valeur,12115.02,995.46,903.23,1005.8,20231213
Performance journalière,0.01,0.0106,0.0104,0.0118,20231213
Performance mensuelle,0.028300000000000002,0.032400000000000005,0.0401,0.0105,20231213
Performance annuelle,0.1301,0.161,0.122,0.19820000000000002,20231213
