Indices,MASI,MASI 20,MASI ESG,MASI Mid and Small Cap,Date_Rapport
Valeur,10488.37,839.0,794.27,857.55,20230410
Performance journalière,0.0026,-0.0009,0.0012,0.005699999999999999,20230410
Performance mensuelle,0.009300000000000001,0.0083,0.0083,0.0036,20230410
Performance annuelle,-0.0216,-0.0215,-0.0134,0.0216,20230410
