Indices,MASI,MASI 20,MASI ESG,MASI Mid and Small Cap,Date_Rapport
Valeur,11752.38,949.59,876.63,979.09,20230907
Performance journalière,0.0006,-0.0017000000000000001,-0.0014000000000000002,0.0042,20230907
Performance mensuelle,-0.0169,-0.0178,-0.0227,0.0103,20230907
Performance annuelle,0.09630000000000001,0.1075,0.0889,0.1664,20230907
