Indices,MASI,MASI 20,MASI ESG,MASI Mid and Small Cap,Date_Rapport
Valeur,11843.79,971.09,872.97,997.55,20231127
Performance journalière,-0.0095,-0.0086,-0.0121,-0.0006,20231127
Performance mensuelle,-0.0148,-0.0072,-0.0149,-0.015600000000000001,20231127
Performance annuelle,0.1048,0.1326,0.08439999999999999,0.1884,20231127
